broadcast_abstract,year,id,time,length,n
Walter Schirra and Donn Eisele have colds; Walter Cunningham about to come down with 1. Food crumbs float about craft. Mission gets OK for 1 more day in space. television Transmission shows Apollo VII capsule and crew; placards held up by crew. Tour of capsule given. Crew to broadcast Weds.REPORTER: Chet Huntley,1968,647411,260,313,4560
"ABC coverage of the 1968 Democratic National Convention with reports by Sam Donaldson, Howard K. Smith, Gore Vidal, William Buckley, Bill Lawrence and Bob Clark.Taped statement by Lester Maddox.Taped interview with Frank Mankiewicz.",1968,59,2480,232,4560
"Live CBS coverage National Democratic Convention with reports by Walter Cronkite, Dan Rather, John Hart, Ike Pappas, Mike Wallace, Roger Mudd and Bob Schumacher.Live speeches and announcements by Carl Albert, Betty Furness, Governor Sam Shapiro, Governor Cringell and Brock Adams.Live interviews with Senator Birch Bayh, Senator George McGovern, Lester Hyman and Kenneth O'Donnell.Live coverage of roll call regarding the Minority Report..No Video for portion of broadcast.",1968,55,24420,473,4560
"Live ABC coverage of the 1968 Republican National Convention with reports by Walter Cronkite, Joe Benty, Eric Sevareid, Ike Pappas, Bill Stout, John Hart, Harry Reasoner, Roger Mudd and Dan Rather.Live interviews with Clarke Reed, Pearl Mesta, John Lindsay, Bill Miller, Hiram Fong, Governor Paul Laxalt, Charles Scott and Everett Saltonstall.Live speeches and announcements by John Caniglos, Ray Bliss, Mrs. Jackson ( National Committee woman, RI), John Wayne and Senator Jacob Javits.Picture disturbances and temporary loss of picture throughout this tape.Gap between end of this segment and beginning of next due to 1968 method of taping.",1968,142,3680,641,4560
"Live CBS coverage of 1968 Democratic National Convention with reports by Walter Cronkite, Roger Mudd, Art Buchwald, Ike Pappas, Dan Rather, Harry Reasoner, Mike Wallace, Hughes Rudd and Daniel Schorr.Live interviews with Dan Killiarm, Allard Lowenstein, Bill Vaughn and Channing Phillips.Live coverage of tribute to Adlai Stevenson by Paul Newman, Ralph Bellamy and Dore Schary.Taped speech by Jesse Unruh.Live announcement by Carl Albert.Picture disturbances throughout. Gap between end of this segment and beginning of next due to 1968 method of taping.",1968,35,2790,555,4560
"S. I. Hayakawa offers concessions to militant students to end strike. No success.REPORTER: Chet Huntley(San Francisco, California) [HAYAKAWA - announces break-through in black and ethnic studies programs.] To establish black studies department Students march anyhow. 14 other student demands noted. 1 is: Admit all blacks regardless of qualifications. Hayakawa wears flowers, urges police to do so also, as indication of peaceful intentions. [HAYAKAWA - analyzes situation. Believes anarchists take advantage of legitimate complaints.] Questioned by reporter [HAYAKAWA - notes Students for Democratic Society methods.] [STUDENTS - chant.] [HAYAKAWA - likens methods to Hitlerites. Calls mobs mindless.] Reporter question with regard to Hayakawa sympathies. [HAYAKAWA - says press emphasizes wrong things. He sympathizes with black students and 3rd world demands, but press leaves it out of the headlines. Reporter has control of press, TV.] Reporter asks what should be in headlines. [HAYAKAWA - says press writes headlines.] Reporter says black students not aware of sympathies. [HAYAKAWA - blames press in part. Responding to reporter, says he can stand the heat, like Harry Truman.]REPORTER: Jack Perkins",1968,652016,310,1207,4560
"Live CBS coverage National Democratic Convention with reports by Walter Cronkite, Harry Reasoner, Eric Sevareid, Mike Wallace, Dan Rather and Roger Mudd.Live speeches and announcements by Senator Birch Bayh and Daniel Inouye.Live interviews with Theodore White and Frank Erwin.",1968,74,29040,277,4560
"Live coverage NBC 1968 National Democratic Convention with reports by David Brinkley, Chet Huntley, John Chancellor, Frank McGee, Charles Quinn, Jack Perkins, Edwin Newman.Live interviews with Wendell Anderson, Forest Harris, Kenneth O'Donnell, Warren Magnuson and unidentified NY delegate.Video coverage Grant Park demonstrations.",1968,24,1500,331,4560
"Live CBS coverage of 1968 Democratic National Convention with reports by Mike Wallace, Walter Cronkite, Daniel Schorr and Dan Rather.Live interviews with Jack Hesler (?) and Paul O'Dwyer.Live speeches and announcements by Harold Hughes, Julian Bond, Carl Albert and Joseph Alioto.Picture disturbances throughout. Temporary loss of picture from [9:03:20] through [9:03:50].Gap between end of this segment and beginning of next due to 1968 method of taping.",1968,33,4020,455,4560
"Israelis question Arab suspects after 3 blasts in Tel Aviv bus depot Weds. 1 killed; 50 hurt. 8 Arabs injured by Israeli mob afterwards. Israeli press says mob unwitting tool of terrorists. Fake bomb touches off panic at airport. Arab newspapers boast of major victory.REPORTER: Chet Huntley(Tel Aviv, Israel) Blasts occur at rush hour Depot shown. Police arrest all Arabs. Crowds strike out at Arabs in their midst. Some Jews and Arabs who are Israeli citizens incld.REPORTER: Alvin Rosenfeld",1968,662868,130,493,4560
"New radar control system in New York City disputed by Federal Aviation Administration and air traffic controllers. Federal Aviation Administration says system more efficient and safe. Some controllers warn of possible disasters.REPORTER: Walter Cronkite(Kennedy International Airport, New York) Passengers delayed during summer as controllers stack up planes to lessen congestion. Passengers flying in and out of New York warned they might not be safe. Common instrument flight rules room is where controllers keep track of flights of all 3 New York airports. [Controllers Union President Ken. LYONS - says controllers sick of being patsies for FAA. They're playing Russian roulette here. Federal Aviation Administration administration D.D. Thomas should step in and close common room and let each airport take care of self. Controllers don't know where all planes are at all times.] Federal Aviation Administration calls Lyons' charges irresponsible. [Air Control Supervisor Edward ELLENBERGER - calls new system improved. Advantage is close coordination.] [Air Traffic Controller Peter NELSON - says radar scope went out last week for minute or 2. Reverted to Newark large screen display. Aircraft always under radar control.] Most controllers feel overworked and underpaid. Men work 10 hrs. day 6 days weekREPORTER: John Laurence",1968,662404,270,1332,4560
"Live CBS coverage National Democratic Convention with reports by Walter Cronkite, Dan Rather, John Hart, Roger Mudd, Mike Wallace, Eric Sevareid and Bill Stout.Live speeches and announcements by Arthur Shores and Richard Hughes.Live interviews with Governor Buford Ellington, Art Buchwald, Bill Smith, Cleo Breeze, Larry O'Brien, Al Lowenstein, Martin Stone, Mayor Richard Daley and Tom Radney.Live coverage of Roll call with regards to the Alabama challenge.Faint audio for portions of broadcast.",1968,57,3760,497,4560
"Coverage of the 1968 Republican Convention.Anchored by Walter Cronkite, with reports and commentary by Ike Pappas, Mike Wallace, Terry Drinkwater, Ed Rayburn.Interviews with Senator Charles Percy, John Mitchell, Ronald Reagan, George Wallace.Speeches by Ronald Reagan, Nelson Rockefeller, Richard Nixon.",1968,105,3750,303,4560
"Live coverage NBC Democratic National Convention reported by Frank McGee, Chet Huntley, David Brinkley, John Chancellor , Sander Vanocur, Edwin Newman, Gabe Pressman, Floyd Kalbert.Live interviews with Stanley Lowell, John Burns, Joe Krankle, Paul O'Dwyer, John Kenneth Galbraith, Don Fraser, David Ginzburg, Robert Quinn, Julian Bond, Mr. Dinkley, George Smathers and George McGovern.Live coverage of roll call.",1968,47,3800,412,4560
"Live NBC coverage 1968 National Republican Convention with reports by David Brinkley, Chet Huntley, John Chancellor, Edwin Newman, Frank McGee and Sander Vanocur.Live interviews with Paul Walter, Sarah Moore Green, Senator Strom Thurmond, Theresa Bower, David Cargo and Howard Calloway.Live speeches and announcements by Everett Dirksen, John Chaffee, Charles Goodell and Senator Hugh Scott.Gap between the end of this segment and the beginning of the next due to 1968 method of taping.",1968,121,3620,486,4560
"Live coverage NBC Democratic National Convention reported by David Brinkley, Chet Huntley, Richard Valeriani, Sander Vanocur, John Chancellor, Frank McGee, Edwin Newman, Aline Saarinen, Tom PettitHubert Humphrey Press Conference (video)Live interviews with Jay Sykes, Donald Peterson, Kingsley Holman, Lucille Maziarz, Israel Friedman, Richard Daley, Jack Howard, William Gladstone, George McGovern, George C. Hoeh, Jesse Unruh, Arnold Fagin, Mrs. David HoehVideo interview with Muriel HumphreyDemocratic Party Film re: Robert KennedyProblem with video throughout first 15 minutes",1968,6,3800,580,4560
"Live ABC coverage National Republican convention with reports and commentaries by Howard K. Smith, Bob Clark, William Buckley and Gore Vidal.Video Coverage of Richard Nixon's announcement of VIce Presidential candidate Sprio Agnew, followed by a statement by Spiro Agnew.Live speeches and announcements by Gerald Ford and Silvio Conte.",1968,92,8640,335,4560
"Johnson awards 3 medals of honor.REPORTER: Frank Reynolds(DC) Band plays. The 3 medal winners are sergeant David McNerney, Delbert Jennings and Ken. Strumpf. 2 GI's who displayed heroism in same actions, sergeant Leonard Keller and Spec. Raymond Wright. [JOHNSON - says men joined battle with incredible courage. War demands steadfastness so what we began in hope shouldn't be abandoned in frustration and anger so that bravery of men won't have been offered in vain.]REPORTER: Keith McBee Casualties reported.REPORTER: Frank Reynolds",1968,662097,100,534,4560
"Coverage of the 1968 Democratic Convention on CBS.Anchored by Walter Cronkite with reports and commentary by Mike Wallace, Harry Reasoner, Dan Rather, and John Hart.Interviews with Shirley MacLaine, Harry Sublett, Rafer Johnson, William Hunter, Governor Philip Hoff.Speeches by Carl Albert, Dorothy Bush, Ralph Metcalf, Senator Fred Harris.",1968,13,19860,340,4560
"Platform hearings held again.REPORTER: Walter Cronkite(DC) Secretary of State Dean Rusk to testify tonight. Peace Democrats dominate hearing today. [Senator J. William FULBRIGHT - says United States should end all Vietnam bombing and call for cease-fire.] [Senator George MCGOVERN - says United States calls for law and order at home while spreading death and destruction abroad. Alienated friends around world and divided Americans Damage to monetary, fiscal, and economy life incalculable. War is moral disaster for us and Vietnam. War eating away at ideals of dignity and compassion.] Indicated McCarthy, McGovern and former supporters of Senator Robert F. Kennedy reaching agreement on Vietnam plank.REPORTER: Roger Mudd(DC) [Platform Committee Theodore SORENSEN - says Kennedy did oppose imposing coalition government on South Vietnam as Hubert Humphrey does, but Humphrey to say his position close to Kennedy's while he's supporting LBJ's is nonsense.]REPORTER: David Schoumacher 4 other Kennedy aides call Humphrey remark false and misleading.REPORTER: Roger Mudd",1968,18528,200,1070,4560
"Report on Credentials CommitteeREPORTER: Chet Huntley(Chicago, Illinois) Committee hears challenges on North states: WA, Pennsylvania, Minnesota and Connecticut. Committee may rule on Mississippi delegation challenge tonight. South civil rights activists formed coordinating committee so common front of South challenges can be presented. Eugene McCarthy credentials coordinator, Joseph Rauh Junior expects floor fight with regard to Georgia, Alabama and Texas delegations. He attacks Hubert Humphrey for not endorsing challenges and predicts committee will rule against them. [RAUH - says Georgia is guaranteed front fight. Alabama and Texas are probable fights. Unlikely these 3 will win in committee without Humphrey support.] [Humphrey's Credentials Coordinator Senator Walter MONDALE - says made it clear we want 1964 civil rights rule apply to all challenges. Mississippi situation different. Proper and important we support Mississippi loyalists. Full factual hearings required for other challenges.] Humphrey people reluctant to lose more South votes by supporting challenges. McCarthy supporters can embarrass Humphrey and dramatize McCarthy cause.REPORTER: John Chancellor",1968,18510,240,1182,4560
"Live CBS coverage National Democratic Convention with reports by Walter Cronkite, MIke Wallace, John Hart, Dan Rather and Joe Benty.Live speeches and announcements by Will Davis, Geri Joseph, Robert Strauss and Daniel Inouye.Live interviews Reverend James Hooten, Mr. Sports, John Connally, Walter Mondale, Joseph Rauh and Richard Hughes.",1968,71,29040,338,4560
"Live ABC coverage National Republican Convention with reports and commentaires by Howard K. Smith, Bob Clark, John Scali and Lou Cioffi.Richard Nixon press conference continues.",1968,115,6000,177,4560
"Nixon advisor and black prosecuting attorney, J. Earl Dearing says some top Nixon aides worried about seeming Negro revolt from Republican PartyREPORTER: Walter Cronkite",1968,77099,10,169,4560
Lyndon B. Johnson speaks with educators. White House film shown. [JOHNSON - speaks of future. Notes George Washington's feeling re: presidency.] At news conference Johnson expresses desire for Vietnam truce. Quotes Cyrus Vance with regard to Paris Peace Talks.REPORTER: Harry Reasoner,1968,644371,150,284,4560
"Live coverage NBC Democratic National Convention reported by Chet Huntley.Memorial film: Robert F. Kennedy continues.Live speeches by Ralph Metcalf, Carl Albert, Fred Harris, Kenneth Curtis, Jim O'Hara, and Richard Hughes.Edmund Muskie nominated for VP.",1968,5,3760,253,4560
"Report on President Johnson's speech to Veterans of Foreign Wars conventionREPORTER: Charles Kuralt(Detroit, Michigan) Anti-war demonstrators shown marching with signs. [VFW MERE - says if you were an American, you'd back boys in Vietnam.] His daughter, Luci Nugent, and grandson Patrick Lyndon with him. [JOHNSON - says it takes 2 to bargain and make peace. We won't move further until he believes other side will deescalate too. Some search for formula to get us out of Vietnam on any terms. This course would be disastrous for United States and world's interests. If we can see way to honorable peace, way will be open for better times. Won't stop bombing to let North Vietnam step up their bloodbath. 1 thing to seek responsibility; another when you have it.]REPORTER: Robert Pierpoint",1968,18517,270,789,4560
"Coverage of the 1968 Democratic Convention on CBS.Anchored by Walter Cronkite with reports and commentary by Bert Quint, Roger Mudd.Speech by Hubert Humphrey.",1968,9,3740,158,4560
"House Committee on Un-American Activities begins study of Democratic Convention violence.REPORTER: Frank Reynolds(DC) Yippie guru, Jerry Rubin, comes to testify. Is 1st ejected from hall because he has rifle ammunition Rubin once dressed up at hearing as Continental soldier; today dressed up in guerrilla of future style. [RUBIN - says on November 5, all kinds of actions to occur by Yippies. Cites examples.] After 1 hour testimony, Rubin, Yippies and their attys. escorted from hearing after disrupting events.REPORTER: Keith McBee",1968,655245,120,534,4560
This isn't unconditional bombing halt. United States acting as though South Vietnam cities won't be shelled anymore and DMZ (demilitarized zone) is to become demilitarized. Hanoi must know that no amount of pressure will stop President from ordering bombing resumption if that's the thing to do. North Vietnam believes what LBJ says.REPORTER: Frank Reynolds,1968,661924,150,357,4560
Report on President Johnson's administrationREPORTER: Frank Reynolds(DC) Renewed hope for Johnson and Soviet Premier Aleksei Kosygin meeting before January 20. Rptd. President informed Richard Nixon of this. USSR had role in making Hanoi more receptive in Paris Peace Talks. South Vietnam delegation may arrive in Paris in December To be drive for nuclear non-proliferation treaty in new CongressREPORTER: Bill Gill,1968,661655,80,415,4560
"Live coverage NBC Democratic National Convention reported by Chet Huntley, David Brinkley, Edwin Newman, Sander Vanocher, John Chancellor, Frank McGee, Bill MatneyLive coverage of roll call: Vice Presidential nominations and voteLive interviews with Jesse Unruh, Paul O'Dwyer, Stephen Reinhardt, Julian Bond, Irving Stolberg, Allard Lowenstein, David HoehAudio drops at [8:57:30-8:58:10] and [9:29:30-9:30:00]",1968,4,3630,409,4560
"Live NBC coverage 1968 National Republican Convention with reports by Chet Huntley, David Brinkley, Frank McGee, Sander Vanocur, John Chancellor and Edwin Newman.Live interviews with Strom Thurmond, Albert Quie and Franklyn Nofziger, Mark Hatfield, George Hinman, Lawrence Kramer, Dewey Bartlett, Thomas Stagg, David Eisenhower, Tricia Nixon, Julie Nixon, Pat Nixon, Peter O'Donnell Jr., Louie Nunn, John Chafee and Robert Price.Small gap between the end of this segment and the beginning of the next segment due to method of taping in 1968.",1968,99,3600,541,4560
Live coverage NBC Republican National Convention.Live speeches and announcements by Ivy Baker Priest and Gerald Ford.Fletcher Gaylor performs live organ accompaniment.,1968,102,1850,167,4560
"Armored cavalry squadron of 1,100 won't be sent to Vietnam but its equipment will be turned over to South Vietnam. Allies fight off 1,000 North Vietnam at Special Forces camp at Katum, South Vietnam. 135 enemy killed; 12 South Vietnam killed. Americans kill 77 enemy near Tam Ky.REPORTER: Chet Huntley",1968,662040,30,301,4560
"Live CBS coverage National Republican Convention with reports by Walter Cronkite, Joe Benty, Mike Wallace, John Hart, Dan Rather, Morton Dean and Harry Reasoner.Live speeches and announcements by Gerald Ford, Thruston Morton, Rogers Morton, John Lindsay, Senator John Tower and George Abbott.Live interviews with Congressman Goddell, Senator Jacob Javitts, Governor Raymond Shafer, Governor George Romney, Leonard Hall, Senator Ed Brooke, Governor John Chaffee, Governor Tom McCall, Jack Miller, Congressman Silvio Conte, Governor George Romney, Hugh Scott , Robert Sweet and Clark McGregor.",1968,88,18600,591,4560
"Yugoslavia's Marshall Tito celebrates 25 years Communist government Criticizes USSR and US, presumably for USSR actions in Czechoslovakia and US involvement in Vietnam war.REPORTER: Sam Donaldson(Belgrade, Yugoslavia) Hitler's invasion of Balkan countries recalled. 1941 film shown. Tito resistance recalled. Casualties noted. Tito and Communists built new country from rubble. Yugoslav Republic founded in 1943. Present country described. Ivan Minola featured in interview. [MINOLA - speaks of Communism, USSR . Notes freedom of speech, representative government]REPORTER: Bill Beutel",1968,642939,210,585,4560
"Live coverage NBC Republican National Convention.Live speeches by Sen. Strom Thurmond, Gerald Ford.Live interviews with John Mounger, Gov. James Rhodes, Val J. Washington, Sen. Edward Brooke, Clifford Case, Gov. Knowles.Live coverage of the first ballot roll call.",1968,94,3760,264,4560
"Live CBS coverage National Democratic Convention with reports by Walter Cronkite, Dan Rather, Mike Wallace and Roger Mudd.Live speeches and announcements by Daniel Inouye, Governor Richard Hughes, William Hochman, Paul O'Dwyer, Bart Corona and Will Davis.Live interviews with Jesse Unruh, Ted Sorenson and Reverend James Hooten.",1968,72,29040,328,4560
"Live CBS coverage National Democratic Convention with reports by Walter Cronkite, Joe Benty, John Hart, Harry Reasoner, Robert Shakne, Jack Lawrence, Bert Quint and Mike Wallace.Live speeches and announcements by Daniel Inouye, Richard Hughes, Mayor Herman Badillo, Willie Brown, Aaron Henry, John Carroll, Frank King, George Benton and WIlliam Potter.Live interviews with Mayor Richard Daley, John Glenn, Tom Hayden, Julian Bond and Jesse Unruh.Films shown featurning demonstrations.",1968,70,29040,484,4560
"Live CBS coverage National Republican Convention with reports by Walter Cronkite, Mike Wallace, Bruce Morton, Roger Mudd, Eric Sevareid, John Hart and Harry Reasoner.Live announcements by George Romney, Gerald Ford and Spiro Agnew's acceptance speech.Live interviews with John Andrews and Congressman Charles Goodell.Film featuring Richard Nixon leaving the Hilton Hotel.",1968,87,18600,371,4560
"Mediator, Arthur Goldberg asks New York City police, firemen and garbage men to postpone strikes and slowdowns set for Tuesday police agree. New York City teachers back at work after union and city agree on reinstatement of 10 teachers at Brooklyn school.REPORTER: Chet Huntley(NYC) Police surround junior Mississippi 271. Only ones allowed through barricade are teachers, students and people with legitimate business in area. No protesters. City and union observers make sure teachers allowed to teach. [Local governing board Reverend C. Herbert OLIVER - says doesn't believe teachers should be coming back. No right to come back. Too many youth have had education blighted by teachers like this.] City imposes settlement on community.REPORTER: Sidney Lazard",1968,662004,110,759,4560
"Communists prepare for new South Vietnam offensive. Buildup comparable to that before TET offensive in January Allied sweeps around Saigon produce heavy ground action. 3 battles reported in Mekong Delta. Casualties reported Report on unusual allied action.REPORTER: Walter Cronkite(Valley of the Tigers, South Vietnam) Special forces unit brought in by copter into Viet Cong territory. They're rescuing mount people or Montagnards being used as slaves by enemy. Corn fields often along Viet Cong infiltration rtes. [SOLDIER - talks on radio about VC.] [Vietnam - tells Viet Cong to come in with rifles and allied soldiers will feed them too.] 2nd special forces unit comes in with freed Montagnards. These people ordered to grow corn for VC for years They'll go to refugee camp at Nha Trang. [Lieutenant Thomas ROSS - says brought out 165 so far. Been under Viet Cong control 8 years] Viet Cong came in as refugees leaving.REPORTER: David Culhane",1968,251423,250,946,4560
"Live coverage NBC 1968 National Democratic Convention with reports by David Brinkley, Chet Huntley, John Chancellor, Frank McGee, Jack Perkins, Aline Saarinen, Edwin Newman, Sander Vanocur, Floyd Kalbert.Live interviews with Robert Maytag, Blain Whipple, John J. Gilligan, Theordore Sorenson, Allard Lowenstein, Paul O'Dwyer, and Donal Peterson.Live speeches by Joseph Alioto, Carl Stokes, Terry Sanford, Abraham Ribicoff, Frank Mankiewicz, and Philip Stern.Video coverage of the Hilton Hotel demonstrations.",1968,20,3810,508,4560
"Senator George McGovern said in New Jersey he'd reluctantly accept Vice President nomination. At National Press Club, he said he would not.REPORTER: Chet Huntley(DC) He outlined plans for reconciling city and suburb and dispersing ghetto. [MCGOVERN - says cries for law and order has undercurrent of racism in them. Tough line will invite opposite of law and order.] McGovern against Vietnam war 5 years ago; stood alone. Senator Robert F. Kennedy called him only decent man in Senate His background cited.REPORTER: David Burrington(NYC) McGovern seeks votes of Kennedy supporters. Youth respond. [MCGOVERN - says if I make it in Chicago, can become best candidate.] Crowd chants. Kennedy leadership feels he waited too long. [MCGOVERN - greets Johnny Carson before appearing on his show.] [CARSON - greets McGovern.] [MCGOVERN - talks of responsibility involved in running for President]REPORTER: David Burrington(DC) His campaign run out of Senator office. Office calls delegates. [MCGOVERN - talks to Senator Abraham Ribicoff with regard to his candidacy and whether Senator Edward Kennedy will endorse anyone at conv.] His attitude is he has nothing to lose. People listening to him.REPORTER: David Burrington",1968,59290,270,1213,4560
"Live NBC coverage of Election Returns by Chet Huntley, David Brinkley, Sander Vanocur, John Chancellor, Frank McGee, Jud Collins, Aline Saarinen, Jack Perkins and Edwin Newman.Live interviews with Abraham Ribicoff and Lawrence F. O'Brien",1968,642894,3780,237,4560
"Viet Cong announce Christmas, New Year's ceasefire. South Vietnam President Nguyen Van Thieu announces brief truce for Christmas Day. B52s hit enemy positions near Cambodia. Radio Hanoi calls for big offensive, could come from enemy bases in Cambodia.REPORTER: Frank Reynolds(South Vietnam, Near Cambodia) South Vietnam blocking force established. December offensive against Saigon foreseen, from Cambodia infiltrators. United States 1st Cavalry to interdict drive. Success of firebases noted. Helicopter use noted.REPORTER: Craig Spence In Saigon, United States spokesman announces casualties. United States losses high.REPORTER: Frank Reynolds",1968,653397,240,645,4560
