broadcast_abstract,year,id,time,length,n
"(Studio: Brian Williams) .(New York: Ann Curry) The loss for “Newsweek” reporter Michael Hastings with the death in Iraq of his fiancée Andi Parhamovich, who was there as a civilian working with local politicians to help rebuild the government, featured; photos shown; scenes shown of her family reading his book """"I Lost My Love in Baghdad."""" [HASTINGS – talks about Andi.] [Andi’s MOTHER – reacts to the book.]",2008,152671,170,415,11934
"(Studio: David Gregory) The end of the terror siege in Mumbai, India, reported; casualty figures cited.(Mumbai: Juliet Bremner) The Mumbai massacre featured; scenes shown of the outside and the damaged inside of the luxury Taj Motel hotel after the terrorists were killed and of the crowd outside; photo shown of the only surviving Pakistani gunman.(Studio: David Gregory) Live discussion held with terrorism analyst Roger Cressey about the Mumbai attack. [From Washington, CRESSEY&nbsp- says it was a broad and complex operation, that it was a mass-casualties spectacular attack, that it was Pakistan-based rather than an Al Qaeda operation; suggests the US has a major diplomatic challenge; indicates they went after symbolic targets: the Jewish center.](Studio: David Gregory) A statement from President Bush presented. [BUSH&nbsp- says we pledge the full support of the US while India investigates this attack so terror will not have the final word.]",2008,113491,420,954,11934
Note: local weather bulletin on screen from 5:30:00-5:32:20; 5:39:30-5:43:00 and 5:46:30-5:48:10,2008,152085,50,96,11934
[Senator Barbara BOXER&nbsp- says the Senate played Russian roulette tonight.](Studio: Anderson Cooper) .(Washington: Dana Bash) The aftermath of the Senate vote against the bailout bill for the auto industry reviewed; details given about the Republican senators' opposition to the legislation. [Senator Harry REID&nbsp- says we don't have the votes so this is over with and a lot of people will be impacted as Christmas approaches.] The option to use other money designated for Wall Street {TARP} for the industry noted.,2008,116342,190,521,11934
"(Studio: Anderson Cooper) President Bush's thinly veiled attack against presidential candidate Senator Barack Obama suggesting he would negotiate with terrorists and radicals introduced.(Chicago: Suzanne Malveaux) Bush's extraordinary speech in Israel and the debate over national security featured; scenes shown from Israel's parliament. [BUSH&nbsp- refers to an American senator wanting to talk to Adolf Hitler; opposes the """"false comfort of appeasement.""""] [Voice of Obama's communications director Robert GIBBS- calls this attack sad and astonishing.] Statement from Obama to Bush quoted. [Voice of Senator Joe BIDEN; Speaker of the House Nancy PELOSI, Senator Hillary CLINTON&nbsp- respond to Bush's rhetoric.] [OBAMA&nbsp- says the idea of not talking to other countries as punishment is ridiculous; states we should not meet with Hamas until it recognizes Israel.] [Senator John McCAIN&nbsp- says Hamas is endorsing Obama; says Obama wants to sit at the table with an individual leading a country that hates Israel.]",2008,149887,230,1025,11934
"(Studio: Anderson Cooper) .(New York: Randi Kaye) What life will be for first daughters Malia and Sasha Obama examined; photos shown of presidential kids; details given about the pros and cons of living in the White House. [""""All the President's Children"""" author Doug WEAD- says the White House is a fish bowl.] [On """"Access Hollywood,"""" Malia OBAMA&nbsp- speaks.] [""""First Kids"""" author Noah McCULLOUGH- says stuff get on the front page; talks about John Quincy Adams' kids.] [Mother Michelle OBAMA&nbsp- says she will be a mother first.] [President-elect Barack OBAMA&nbsp- tells his daughters they have earned the puppy.]",2008,118694,190,627,11934
"(Studio: David Muir) A closer look at the housing market introduced.(Orange County, California: Miguel Marquez) The plight for home sellers due to foreclosures and slow sales examined; scenes shown from Orange County, California. [Sellers Mike and Dawn LEMBECK- explain they need to sell.] [Deutsche Bank housing analyst Karen WEAVER- talks about the tsunami of defaults.]",2008,143298,140,374,11934
"(Studio: George Stephanopoulos) Reports introduced.(Raleigh, North Carolina: Jake Tapper) The coming announcement from Senator Barack Obama about his vice presidential selection previewed; details given about the campaign plans once Obama makes the selection of his running mate. [Before Veterans of Foreign Wars, OBAMA&nbsp- speaks about Senator Joe Biden and reconstruction in Georgia.] [American Enterprise Inst. Norman ORNSTEIN- says this is Obama's first executive decision.] The three finalists for Obama's vice presidential pick listed: Senators Evan Bayh and Joe Biden and Governor Tim Kaine. [In Delaware, BIDEN&nbsp- says """"I'm not the guy.""""] [KAINE&nbsp- comments.](New Orleans: Ron Claiborne) The issue of Senator John McCain's vice president examined; scenes shown of McCain at an oil platform in the Gulf of Mexico; details given about possible choices: Senator Joseph Lieberman, former Governor Tom Ridge, Mitt Romney or Governor Tim Pawlenty. [McCAIN&nbsp- talks about drilling offshore.] Photos shown of possible choices. [""""This Week,"""" RIDGE&nbsp- comments.] [Voice of radio talk show host Rush LIMBAUGH&nbsp- comments on McCain and abortion issue.] [Former adviser to Romney Kevin MADDEN- cites the risk for McCain if he picks a pro-choice candidate.",2008,149484,250,1273,11934
"(Studio: Brian Williams) .(New York: Rehema Ellis) Hard times for charities in this economy featured; scenes shown of bare shelves at the CUMAC food pantry in Paterson, New Jersey; details given of cutbacks in donations and staff and shutdowns of facilities. [Food pantry patron William RHODES- wonders where he will go next.] [CUMAC director Rev. Patricia BRUGER- worries about providing for families.] [American Institute of Philanthropy David BOROCHOFF- says people are cutting back on solicitations.] [Meals on Wheels CEO Enid BORDEN- notes drops in donations.] [Meals on Wheels recipient Henrietta BARTECKI- comments.]",2008,116701,130,629,11934
"(Washington: Wolf Blitzer) .(Washington: Dana Bash) The injection of the issue of race and politics into the presidential election campaign between Senators John McCain and Barack Obama examined; statements from McCain campaign's Rick Davis and Steve Schmidt that Obama is playing the race card quoted. [In Missouri yesterday, OBAMA&nbsp- says the Republicans are trying to scare you about my funny name.] [With John King, McCAIN&nbsp- says Obama is playing the race card.] [June 20, voice of OBAMA&nbsp- says they'll say he is young, inexperienced and has a funny name and is black.](Washington: Wolf Blitzer) Live """"Strategy Session"""" held with CNN's David Gergen, Roland Martin and """"Washington Times"""" columnist Tara Wall about McCain, Obama, race and politics. [WALL&nbsp- says McCain is not crossing a line.] [MARTIN&nbsp- outlines what was Obama's mistake.] [GERGEN&nbsp- says this is turning into a knife fight that was started by McCain's side and that race is the elephant in the room; comments on Obama's slippage in the Gallup poll and how he might like to take a fresh look at Senator Hillary Clinton as the vice presidential choice.] [WALL&nbsp- says Clinton's negatives outweigh the positives and the independent vote is up for grabs.](Washington: Wolf Blitzer) Quinnipiac University poll findings on the standing of McCain and Obama in battleground states cited.",2008,146890,730,1378,11934
"(Studio: Brian Williams, Robert Bazell) The FDA's warning that a class of antibiotic drugs, including Cipro, increases the risk of tendon problems discussed.",2008,151681,30,157,11934
"[Senator Barack OBAMA&nbsp- campaigns.] {Note: originally aired April 15.](Studio: Anderson Cooper) An Up Close look at Obama presented; details given from his biography with photos and video shown. [In 2004, at the Democratic National Convention, OBAMA&nbsp- talks about his story.] [Representative Neil ABERCROMBIE, """"Obama: From Promise to Power"""" author David MENDELL, Obama's sister Maya SOETERO-NG, high school friends Keith KAKUGAWA, Kelli FURUSHIMA- talk about Barack and his family.]",2008,152632,380,496,11934
"(Studio: Charles Gibson) .(London: Nick Watt) British artist Stephen Wiltshire, who is autistic, profiled; scenes shown from his London gallery of his paintings and drawings of urban scenes. [WILTSHIRE&nbsp- says he memorized the cityscape for the picture; shows his fast drawing of Picadilly Circus in London.]",2008,144810,170,313,11934
(Studio: Elizabeth Vargas) A monster rally at the stock market introduced; Stock Market Report and record high oil prices cited.(Studio: Betsy Stark) The burst of optimism at the market in response to actions of the Federal Reserve Board featured; details given about the Fed's loans to banks using bad mortgages as collateral. [Johnson Illington Advisers chief market strategist Hugh JOHNSON- says it is encouraging.] [Wrightson ICAP economist Lou CRANDALL- comments on the credit and housing markets.],2008,150850,170,505,11934
"(Studio: Katie Couric) .(Pasadena, California: Bill Whitaker) 9-year-old music prodigy Marc Yu of Pasadena, California, profiled; scenes shown of Marc playing the piano at home and in concert halls and telling a music joke on “The Ellen DeGeneres Show.” [YU – recalls wanting to become a concert pianist when he was 3; reacts to playing with his idol, Lang Lang; says he wants to achieve incredible things.] [Mother Chloe YU- says she is following his lead.]",2008,117289,150,462,11934
"(Studio: Katie Couric) .(New York: Daniel Sieberg) The impact of online communication on the social skills of young people examined. [On the street, several PEOPLE – comment.] [“The Trophy Kids Grow Up” author Ron ALSOP- comments on the text messaging format of the “millennials” and their concept of work time.] [Generation Y employee Gina KING- comments on the forms of technology.] [“iBrain” author Dr. Gary SNELL- notes the technology is changing our brains.] [Ernst and Young Global Ltd. Billie WILLIAMSON- comments on how her company is adapting to the new generational dynamics.]",2008,115041,180,590,11934
"(Sarasota, Florida: Brian Williams) .(Orlando: Mark Potter) The impact of the economic downturn on public schools featured; scenes shown from Liberty Middle School in Orlando, Jones High School, where volunteers distribute donated clothing, and Lee Middle School, where groceries are sent home; details given about the lack of supplies and staff and the effect on students and their families. [Liberty principal Fred HEID- says kids need and want more and we can’t provide it.] [Crisis prevention coordinator Cindy SHAW-WHITEFIELD- says every day more kids are hungry.] [At homeless shelter, Rene ALVARADO- comments on trying to keep his kids in school.]",2008,112755,140,657,11934
"(New Hampshire: Charles Gibson) .(Poplar Grove, Illinois: Barbara Pinto) A big storm system that produced tornadoes in January featured; scenes shown from Pope County, Arkansas, Marshfield, Missouri, Poplar Grove, Illinois and Wheatland, Wisconsin of the wreckage. [Homes damaged, Carla HOLMES, Pam FORREST, Ken HALL&nbsp- describe what happened.]",2008,146102,120,349,11934
"[At the Congressional hearings, Roger Clemens former trainer Brian McNAMEE- denies being a drug dealer.](Studio: Anderson Cooper) .(Los Angeles: David Mattingly) The use of performance-enhancing substances by Hollywood stars examined; scenes shown from a medical clinic; details given from the """"Albany Union Times"""" report on HGH customers musicians Mary J. Blige and 50 Cent. [RejuvaLife Vitality Inst. Dr. Andre BERGER- talks about his patients' wishes. including what rap stars want to look like.] The promotion of HGH by actors Suzanne Somers and Sylvester Stallone noted. [HGH user Dennis PELINO- says HGH keeps him up.]",2008,145015,230,629,11934
Preliminary record for Fox Reports complete show is in the collection.,2008,151078,70,70,11934
"(Studio: Charles Gibson) .(Washington: Dan Harris) Pope Benedict XVI's trip to the US that included an historic meeting with victims of molestation by Catholic priests when they were children featured; scenes shown of his appearance at an open air Mass; details given about his secret meetings with men and women from the Boston area who were abused. [Pope spokesman Father Federico LOMBARDI- says they prayed with the Holy Father.] [Vatican consultant Father Keith PECKLERS- says this is the first such meeting and indicates the pope is getting the message.] [Earlier, POPE&nbsp- comments on the temptations of priests.] [Survivors Network of Those Abused by Priests founder Barbara BLAINE- says those who covered it up are still in power.](Studio: Charles Gibson) Live discussion held with Pecklers about the pope's meeting with abuse victims. [PECKLERS&nbsp- says this was a surprise meeting brought about by Cardinal O'Malley of Boston; notes we have a pope who is listening.]",2008,151519,290,983,11934
"(Studio: Brian Williams) Earlier interview held with talk show host Jay Leno about moving his show to prime time. [From Los Angeles, LENO – says it will be a great experiment; describes what the show will be like; comments on his response to the deal that brought Conan O’Brien in as his successor on the “The Tonight Show” and a report that he was moving to ABC.]",2008,117324,260,364,11934
"[On """"The View,"""" Michelle OBAMA&nbsp- talks about the pride her parents and that she is proud of her country.](Studio: Anderson Cooper) The response of Cindy McCain about Michelle presented. [With Kate Snow on """"Good Morning America,"""" McCAIN&nbsp- says she does not know why Obama said what she said.](Vietnam: John King) A CNN interview held with Cindy McCain in Vietnam for Operation Smile. [Wearing Operation Smile cap, McCAIN&nbsp- says days like today revive her; states women's health and the adoption process are important to her; comments on the view that spouses are not fair game: that there should be some decorum left in politics; explains why she released her taxes; comments on her emotional remarks about her country.]",2008,149975,360,735,11934
"(Studio: David Muir) .(Kabul, Afghanistan: Jim Sciutto) Senator Barack Obama's visit to Afghanistan featured; scenes and photo shown of his meeting with Afghanistan's President Hamid Karzai and with the troops in Kabul; details given of Obama's proposal to send more troops here. [On CBS, OBAMA&nbsp- says we got distracted by Iraq.]",2008,149430,100,333,11934
"(Studio: Charles Gibson) The problems one year ago in Senator John McCain's presidential election campaign recalled.(Convention floor: David Wright) McCain's acceptance speech tonight at the Republican National Convention previewed; scenes shown of McCain doing a walk-through in St. Paul; details given about the intimate background for the address as compared to the stadium used by the Democrats. [Political contributor Matthew DOWD, former presidential speechwriter Michael GERSON, McCain speechwriter Mark SALTER- comment on McCain and the speech.] [In 1988, McCAIN&nbsp- speaks against Democratic presidential candidate Michael Dukakis.] [In 2000, McCAIN &nbsp- speaks.](Studio: Charles Gibson) The huge audience last night for Governor Sarah Palin's speech noted.(New York: Dan Harris) The reaction of one Ohio family and a group of college students to Palin's speech examined; ABC News/""""Washington Post"""" poll figures on the level of support for McCain from evangelicals. [In her address, PALIN&nbsp- speaks about children with special needs; jokes about a hockey mom.] [Ohio WOMAN, college STUDENT, two WOMEN&nbsp- offer views on Palin.](Studio: Charles Gibson, George Stephanopoulos) How Palin has become the chief fund raiser for the Republicans and the Democrats, how the convention has unified the Republican Party, McCain's need to connect with voters on the economy and the contrast between the two presidential candidates discussed.(Studio: Charles Gibson) .(Lancaster, Pennsylvania: Jake Tapper) Senator Barack Obama's response to attacks on him from the Republican convention featured; scenes shown of Obama at a water power plant in York, Pennsylvania. [OBAMA&nbsp- says the Republican convention is not talking about """"you""""; defends his job as community organizer; says he is running against McCain and Palin's record is under scrutiny.] [In St. Paul, PALIN&nbsp- attacks Obama's job as a community organizer.]",2008,118675,590,1935,11934
"[On Louisiana oil rig, Senator John McCain&nbsp- says Senator Barack Obama is wrong about drilling for oil.](Studio: Campbell Brown) .(Washington: John King) CNN's story tomorrow on McCain revealed in a documentary previewed; details given {with film and photos shown} about his experiences in the Vietnam War, including his 1967 close encounter on the deck of the USS Forrestal. [McCAIN&nbsp- recounts what happened in the fire on the ship when many lives were sacrificed.] How McCain's war experience is shaping his election campaign and what you will see in the CNN documentary discussed.",2008,149307,290,591,11934
"(Studio: Charles Gibson) HUD statistics on new home construction and the higher interest rate for mortgages cited.(Studio: Betsy Stark) The tough times in the housing market due to the mortgage crisis examined; rising sales in California due to foreclosures noted. [Coldwell Banker broker Phil JONES- says there is a lot of anxiety.] [Virginia real estate broker C.C. BARTHOLOMEW, Columbia University Milstein Center for Real Estate Chris MAYER- talk about the distress sales.] Proposed help for the housing market outlined on screen. The drop in the market for the day and the rise for the week and the vote of confidence advice from billionaire Warren Buffett who called for buying American stock discussed.",2008,115672,200,712,11934
"(Studio: Katie Couric) A return appearance before Congress of the heads of Ford, General Motors and Chrysler automakers introduced.(Washington: Sharyl Attkisson) The plans from the Big Three companies while asking for a bailout featured; scenes shown of the GM CEO in a hybrid car and from the Senate hearings; details given of the billions asked for in the bailout request. [Outside, Chrysler CEO Robert NARDELLI- comments.] [At hearings, Ford CEO Alan MULALLY&nbsp- agrees the business model needs to change.] [Senator Bob CORKER&nbsp- says it is now the """"Detroit Three,"""" not the Big Three.] [Senator Richard SHELBY, Christopher DODD&nbsp- question the aid.] [UAW president Ron GETTELFINGER- says we could soon lose General Motors.] [Moody's economy.com economist Mark ZANDI&nbsp- expresses skepticism about the auto industry.](Studio: Katie Couric) .(New York: Anthony Mason) The auto crisis examined; details given about the drop in GM's Saturn sales, the problem of multiple car models and the high cost of buying out a brand. [Argus Research Co. auto analyst Kevin TYNAN- says GM has to see Saturn; states they are damaged brands.] [Retail analyst Mark RIKESS- says it is too expensive.] [IHS Global Insight Rebecca LINDLAND- says it is not easy and cost millions to shut down Oldsmobile.] [Saturn of White Plains general manager Thomas WAURISHUK- raises questions.](Studio: Katie Couric) A CBS News interview with Chrysler's Nardelli presented. [In Washington, NARDELLI&nbsp- hopes we can provide a different perspective about the auto industry; outlines the overall impact if the industry collapsed; reacts to Zandi's view on how many billions are needed; outlines what would happen if Chrysler went into bankruptcy; suggests the need to break from old paradigms.]",2008,118298,490,1780,11934
"(Studio: Harry Smith) The murder in Louisville, Kentucky, of two children by their mother reported.(Salt Lake City: Mark Strassmann) The view that the way to control violence on college campuses is to carry a gun featured; scenes shown from Salt Lake City. [University of Utah paralyzed student Thomas McCRORY- shows where he carries his gun.] [Gun rights advocate state representative Tim BEARDEN, Georgia police Department Chief Jimmy WILLIAMSON, student Molly METCALF- offer differing opinions on whether firearms save lives on campus.]",2008,140821,150,543,11934
"(Studio: David Muir) Map shown of Saturday's primaries and caucuses introduced.(Washington: Jake Tapper) The campaigning by Senator Hillary Clinton featured; scenes shown of Hillary in Maine and former President Bill Clinton in Louisiana; details given about the comments by MSNBC's David Shuster about daughter Chelsea. [CLINTON&nbsp- says we all want change.] [SHUSTER&nbsp- suggests Chelsea is """"being pimped out.""""] [CLINTON&nbsp- calls the remarks offensive; states she has sent a letter to NBC about demeaning treatment.] [B. CLINTON&nbsp- campaigns.](Virginia: David Wright) The campaigning by Senator Barack Obama featured; scenes shown from Maine, Washington state, Nebraska, Louisiana. [In Seattle, OBAMA&nbsp- campaigns.] [Nebraska super delegate Vince POWERS- comments.] [On the plane, OBAMA&nbsp- talks about Louisiana after Katrina.](Studio: David Muir, David Chalian) The Democratic super delegates and their possible role at the convention if the race remains close discussed; pledged delegate totals cited.(Studio: David Muir) The Republican race introduced.(Seattle: Ron Claiborne) The reasons why Mike Huckabee is staying in the race against Senator John McCain examined. [In Washington, DC, HUCKABEE&nbsp- says """"I majored in miracles,""""] [Political analyst Dan SCHNUR- assesses Huckabee.] [McCAIN&nbsp- calls Huckabee a viable candidate.]",2008,145709,490,1361,11934
"(Studio: Brian Williams) .(Anaheim, California: Maria Menounos) The Snowball Express program to honor the families of fallen troops featured; scenes shown of the all-expenses-paid gathering in Anaheim, California. [WOMAN, soldiers’ kids Ricky McMAHON, Alison FUNKHOUSER, widows Jen FUNKHOUSER, Deb PETTY – comment.]",2008,114082,150,321,11934
"(Studio: Anderson Cooper) Another campaign controversy over a sermon given by Senator Barack Obama's minister introduced.(Chicago: Susan Roesgen) The sermon on December 25, 2007, by Trinity United Church of Christ Rev. Dr. Jeremiah Wright featured; scenes shown of the church. [WRIGHT&nbsp- preaches about how Obama """"ain't white, ain't rich and ain't privileged""""; says Barack knows what it means to live in a culture controlled by rich white people.] Statements from Obama's spokesman and Clinton's spokeswoman quoted.(Studio: Anderson Cooper) Live discussion held with CNN's Gloria Borger, Candy Crowley and Roland Martin about the now-retired pastor's remarks and the presidential election campaign. [BORGER, MARTIN, CROWLEY&nbsp- offer views on the issue of the impact of this sermon on Obama, on how he should respond and the suspicions between the two camps.]",2008,150293,510,866,11934
"(Studio: Brian Williams) Simultaneous appearances by President Bush and Federal Reserve Board chairman Ben Bernanke, who gave mixed messages about the economy noted; Stock Market Report.(New York Stock Exchange: Erin Burnett) The high anxiety over the economy featured; the hike in wholesale and energy prices cited; scenes shown of depositors lined up at a failed IndyMac bank in California. [Before Congress, BERNANKE – says the economy continues to face numerous difficulties.] [Treasury Secretary Henry PAULSON- calls for stabilizing the housing industry.] [On CNBC, Fannie Mae CEO Daniel MUDD- says it’s a solid market.](Studio: Brian Williams) .(White House: John Yang) Bush’s attempt to calm fears over the economy featured; details given of his push for offshore oil drilling. [BUSH – says the economy is growing; offers a view on government help for Fannie Mae and Freddie Mac.]",2008,150333,280,889,11934
"(Studio: Russ Mitchell) .(New York: Byron Pitts) Pope Benedict XVI's stops in New York City to end his US visit featured; scenes shown from Ground Zero, where select people met with the pope, the popemobile and at Yankee Stadium. [POPE&nbsp- speaks.] [9/11 widow Jean PALOMBO- talks about closure.] [Dominican Sisters of Mary Sister Eva SILVA- talks about the """"loving father.""""]",2008,150813,140,381,11934
(Studio: Brian Williams) .(Studio: Robert Bazell) A study finding that women have a higher death rate for an ST Elevation heart attack than men examined. [Cleveland Clinic Dr. Leslie CHO- notes women have different symptoms.] [Victim’s mother Mary Beth WHOLLEY- comments.],2008,116907,110,274,11934
"(Studio: Anderson Cooper) Joint Center statistics on single black woman in America cited. Live discussion held with show host Soledad O'brien and """"Washington Times"""" columnist conservative political analyst Tara Wall on the """"Black in America"""" segment on why black women are remaining unmarried. [WALL&nbsp- says the level of expectation rises for black women who are doing well: you have choices/options.] [O'BRIEN&nbsp- comments on the dating options for black women.]",2008,148657,380,472,11934
"(Studio: Katie Couric) .(Kansas City: Steve Hartman) The Secret Santa who hands out money to people in Kansas City featured; scenes shown of students at DeLaSalleHigh School receiving 50 dollar bills and other recipients crying. [SANTA – says this is the year to step up; says we are trying to concentrate on the working poor.] [Several PEOPLE, Teresa MILLER, Questa CORNEELE– react.] Santa’s recruitment of businessmen in other cities to hand out money noted.(Studio: Katie Couric, Steve Hartman) This story and next week’s segment discussed.",2008,114259,220,549,11934
"(Studio: Anderson Cooper) .(Washington: Tom Foreman) Democratic National Committee chairman Howard Dean's promise to help seat the Florida delegates at the convention examined; details given about what Senators Hillary Clinton and Barack Obama want and a possible solution for Florida. [DEAN&nbsp- says it is critical that both campaigns be comfortable with a compromise.] [Senator Bill NELSON&nbsp- says the solution may be to cut the delegate margin in half.](Studio: Anderson Cooper) Live discussion held with two superdelegates, Clinton supporter Representative Debbie Wasserman Schultz and Obama supporter David Wilhelm, about Florida. [From Washington, SCHULTZ&nbsp- predicts a solution for Florida delegates will be reached; opposes a 50-50 split between the nominees.] [From Michigan, WILHELM&nbsp- says a 50-50 split seems feasible; suggests let this thing play out.]",2008,153355,440,876,11934
