broadcast_abstract,year,id,time,length,n
"(Studio: Bob Schieffer) Admin. stmts. about world trouble spots reported(Santa Barbara, California: Terence Smith) Signs toward peace in Persian Gulf, Afghanistan, Cambodia, South Korea-N. Korea and southern Africa, involving Angola and Namibia, reported [National security advisor Colin POWELL - discusses framework for peace in southern Africa.] [Carnegie Endowment Pauline BAKER - says this is benchmark towards peace in southern Africa.] For. policy problems in Central American and Middle East reviewed. [POWELL - discusses Arab-Israeli dispute.] Hostage problem in Lebanon mentioned.",1988,432959,130,589,11070
"(Studio: Garrick Utley) Return home by part of United States military forces sent to Honduras announced. .(Palmerola AFB, Honduras: George Lewis) Arrival here of United States troops from Fort Bragg, North Carolina, and Fort Ord, California, to prepare to go home reported; scenes shown. [TROOPS - say great to be going back; comment on training exercises.] US troops recalled sent in response to Nicaraguan invasion of Honduras in search on Contra forces. [SOLDIERS - discuss their role in Honduras.]",1988,426273,110,501,11070
"(Studio: Carole Simpson) Fund-raiser for Oliver North's legal defense reported; scenes shown at breakfast for North in Dallas-Fort Worth, Texas, area. North's trial for role in Iran/Contra scandal reported set to begin September 20.",1988,435866,85760,232,11070
"(Studio: Garrick Utley) Evangelist Jimmy Swaggart's stepping down from church pulpit in wake of his confession of sexual misconduct reported Swaggart's role in ouster of evangelist Jim Bakker recalled.(Baton Rouge, LA: Kenley Jones) Swaggart's confession of wrongdoing at church service reported; details given, scenes shown. [Voice of SWAGGART - says has sinned and asks forgiveness from congregation.] [PARISHIONERS - comment.] [BAKKER - quotes Bible.] Investigation of Swaggart by Assemblies of God church reported",1988,428598,85970,517,11070
"(Studio: Dan Rather) .(NYC: Charles Osgood) Boxer Mike Tyson's car accident recalled. New York """"Daily News """"reported asserting that Tyson was attempting suicide. Tyson's life described; wife Robin Givens mentioned. [In June, TYSON - comments on success.] Deaths of Tyson's friend and mentor Cus D'Amato and manager Jimmy Jacobs noted. [TYSON - comments on D'Amato.] Tyson's recent misfortunes listed; street brawl with Mitch """"Blood"""" Green mentioned. [In June, GIVENS - comments on husband.] [Tyson manager Bill CAYTON - denies news story.] [Sports sociologist Harry EDWARDS - comments on situation.] [In June, TYSON - says he has no friends.]",1988,437887,200,646,11070
"(Studio: Barry Serafin) .(Cleveland, Ohio: Joe Bergantino) campaign. of Governor Michael Dukakis featured; scenes shown from Secaucus, New Jersey. [DUKAKIS - campaigns. on economy and ethics themes.] Dukakis'negotiations with black vote in New Jersey reported [In Cleveland, Ohio, DUKAKIS - comments on issue of private citizens and foreign policy.] Jesse Jackson's involvement in American hostage situation mentioned.",1988,431315,100,418,11070
"(Studio: Garrick Utley) Standings of Vice President George Bush and Governor Michael Dukakis in latest NBC News/""""Wall Street Journal"""" poll outlined on screen. Reports introd.(Colorado: Andrea Mitchell) campaign. by Governor Michael Dukakis featured; scenes shown. [DUKAKIS - campaigns. against Vice President George Bush and Senator Dan Quayle.] [Dukakis campaign chairperson Paul BROUNTAS - says race is winnable.] [Dukakis press secretary Dayton DUNCAN - explains campaign schedule.] [DUKAKIS - explains strategy.](Woodland Hills, California: Dennis Murphy) campaign. by Bush featured; scenes shown. [In Colorado, BUSH - campaigns. against Dukakis.] [In California, BUSH - says Dukakis whines about negative campaign] Bush's last-min. campaign schedule noted.(Studio: Garrick Utley) Responses to NBC News/""""Wall Street Journal"""" questions to voters about campaign outlined on screen.",1988,409445,270,887,11070
"(Studio: Tom Brokaw) Commuter train crash in Paris, France, reported; details given, scenes shown. Authorities quoted with regard to cause of wreck.",1988,431457,86350,148,11070
"(Studio: Dan Rather) Fort Sill, OK, helicopter reported crashing near Chico, Texas; details given of dead and injured.",1988,427116,86050,118,11070
"(Studio: Peter Jennings) .(Chicago, Illinois: Carole Simpson) Christmas for children living in poverty featured; scenes shown of kids talking to Santa Claus and of two welfare families. [Kid Bordell WASHINGTON, mother Beverly WASHINGTON, mother Lisa BRACKEN - talk about Christmas and lack of money for kids.] Methods of Christmas giving reviewed; details given of Postal Service program to answer letters to Santa from poor children. [Postal worker Toni KING, Santa letter answerers Donna Hendricks, Angelo CAMPOSIO - read letters, talk about Christmas for """"have-not"""" kids.](Studio: Peter Jennings) Mixed response with regard to this year's Christmas charity noted.",1988,405536,280,668,11070
"(Studio: Tom Brokaw) Ex-White House chief of staff Don. Regan's """"For the Record"""" featured. .(DC: Chris Wallace) White House spokesperson quoted with regard to Regan book. Nancy Reagan quoted with regard to Regan. [Reagan astrologer Joan QUIGLEY - comments on consultations.] Regan noted asserting that all scheduled events were approved by astrologer; exs. of astrologer's recommendations given, scenes shown. [QUIGLEY - criticizes Regan.] Book's treatment of Nancy Reagan discussed. Nancy Reagan reported accused of having CIA director William Casey fired and quoted with regard to Reagan's comments on abortion during 1987 State of Union address. [Ex-Reagan aide Sheila TATE - says Regan angry that Nancy had role in his dismissal.] Book's description of Reagan outlined. [Senator John ROCKEFELLER - criticizes Regan.] [President historian Michael BESCHLOSS - comments on situation.] Reagans noted viewing book as personal attack. President Reagan quoted from interview with columnist Carl Rowan.(Studio: Tom Brokaw) [REGAN - says book's proceeds going to charity; describes Reagans' use of astrology to determine schedules; says Reagan superstitious; describes color-coded calendar; lists positive aspects of pres.; discusses dismissal and reasons for writing book.]",1988,433987,450,1271,11070
"(Studio: Dan Rather) Memo reported surfacing with regard to Attorney General Edwin Meese's alleged attempt to bribe Israeli officials so that Iraqi oil pipeline could be built. .(DC: Rita Braver) Memo from E. Robert Wallach to Meese featured. Memo reported discussing Swiss busman. Bruce Rappaport. Proposed Iraqi oil pipeline illustration Memo quoted on screen; Shimon Peres, then prime minister, mentioned. Justice Department sources quoted with regard to Meese's possible violations of foreign corrupt practices act by failing to report bribery attempts. Meese noted refusing comment. [On February 1, '88, MEESE - says memo not illegal.] Peres noted denying any knowledge of bribe. [Ex-Justice Department attorney Reid WEINGARTEN - comments on documents.] Indep. council James McKay reported continuing investigation. McKay reported refusing comment. Peres and Meese reported embarrassed by situation. Memo noted asserting claims that Israel attained release of hostage Benjamin Weir and United States owes favor.(Studio: Dan Rather; DC: Rita Braver) McKay investigation and possible Wallach testimony discussed. Wedtech Corporation scandal mentioned.(Studio: Dan Rather) Israeli government reported issuing statement denying any connection to Iraqi oil pipeline.",1988,428268,190,1266,11070
(Studio: Barry Serafin) Submarine USS Sam Houston reported running aground in Puget Sound; scenes shown.,1988,430468,86380,104,11070
"(Studio: Barry Serafin) .(No location given: Hilary Bowker) Robin Hood, hero of folklore, featured; scenes shown from TV, movie and cartoon portrayals of Robin Hood. [Nottingham city council spokesperson John HASLAM - discusses facts about legend.] Debunking of legend examined. [Sheriff of Nottingham Royce YOUNG - says perpetrators of debunking should be thrown in dungeon.] Impact of tourism on city noted. [Robin Hood Society spokesperson Malcolm BAKER - says let's keep legend going.]",1988,429326,140,489,11070
"(Studio: Peter Jennings) Bombing of United States Air Force radio facility near Madrid, Spain, reported; scenes shown.",1988,435036,86380,118,11070
"(Studio: Peter Jennings) Raids on Lebanon by Israel in retaliation for suicide car bombing this week reported .(Damascus, Syria: Charles Glass) Israel's targeting of Palestinian positions in Lebanon reported; scenes shown of collapse of Hizballah clinic from bombing. Hizballah recalled holding American hostages in south Beirut. Efforts by Israel to avoid confrontation with Syrian army in Lebanon mentioned.(Studio: Peter Jennings) Appearance of Jordan's King Hussein on """"Nightline"""" reported(Tel Aviv, Israel: Dean Reynolds) Response in Israel to Hussein's stmts. on American television featured; details given, scenes shown. [HUSSEIN - calls Israeli foreign minister Shimon Peres' position an encouraging one.] Peres' position on Palestinian problem in Israeli-occupied territories contrasted to that of Peres' political opponent in upcoming election, Prime Min. Yitzhak Shamir. [HUSSEIN - says it will be disastrous if Shamir wins.] Role of Peres and aides in setting up Hussein's """"Nightline"""" interview explained. [Shamir campaign chairperson Moshe ARENS - comments.] Nature of Jordan's relationship with Israel detailed.",1988,404466,210,1129,11070
"(Studio: Dan Rather) Makeup of Senator and House of Representatives after election outlined on screen; unsettled Florida Senate race between Representatives Connie Mack and Buddy MacKay updated. .(DC: Phil Jones) Speculation on relations between President-elect George Bush and Congress reported [Senator J. Bennett JOHNSTON - says tactics used by President Reagan will not work for Bush.] [Feb. 1, 1988, BUSH - criticizes Congress] [Today, BUSH - talks about Congress relations] [On September 5, 1988, BUSH - says """"no new taxes.""""] Viewpoint of Republicans in Congress on taxes noted. [Senator Robert DOLE - comments.] Econ. problems facing Bush as president outlined on screen. [Representative Tony COELHO - talks about Congress-pres. relations]",1988,408397,150,748,11070
"(Studio: Peter Jennings) .(Los Angeles, California: Ken Kashiwahara) Problem of """"library latchkey children"""", kids without supervision filling libraries after school featured. [Kids Gabriela and Sergio NULASCO, CHILDREN - explain going to library because they have no place to go after school.] [MOTHER - explains sending child to library.] Babysitting nightmare for librarians detailed. [San Marino, California, librarian Jody STEFFANSON -discusses problems with children.] [Atlanta, Georgia, librarian Ronald DUBBERLY - says library becomes day care center] [Los Angeles, California, county librarian Penny MARKEY - fears kids leaving with strangers.] Warnings to parents about possible criminal chgs. for abandoning children in libraries explained. [DUBBERLY - discusses abandonment problem.] Gastonia, North Carolina, public library's response to issue explained. [Librarian Philip RITTER - discusses despicable acts by kids in Gastonia library.] [BOY - explains Gastonia library's rules.]",1988,431593,230,994,11070
(Studio: Peter Jennings) Announcement by American Telephone and Telegraph (AT&T) that it will change long distance rates reported,1988,406081,86350,129,11070
"(Studio: Barry Serafin) Hot, dry summer weather reported causing spread of forest fires in many states; scenes shown from Rapid City, South Dakota. .(Yellowstone National Park, Wyoming: Gary Shepard) Review of fire fighting policy of United States Park Service in dealing with forest fires in Yellowstone National Park. reported; details given, scenes shown of Interior Secretary Don. Hodel arriving to inspect fires. [HODEL - says any fire that starts now will be fought.] Call by nearby residents for decisive action in combating fires reported",1988,431685,3710,546,11070
"(Studio: Peter Jennings) .(Cambridge, Massachusetts: John McKenzie) Law in Massachusetts prohibiting policemen, firefighters and corrections officers from smoking anywhere featured; details given, scenes shown. [FIREMEN - comment on law.] Ban reported set to cut down disability claims by municipal workers. [Massachusetts personnel administration David HALEY - comments on municipal liabilities.] Issue of constitutionality of ban noted. [Boston police union spokesperson Frank McGEE -discusses ban enforcement.]",1988,409560,100,513,11070
"(Studio: Tom Brokaw) Vice President George Bush reported expected to enjoy huge """"Super Tuesday"""" success. Albert Gore, Michael Dukakis, and Jesse Jackson mentioned vying for major of votes. .(Atlanta, Georgia: Dennis Murphy) Jackson shown strolling to polling place in Houston, Texas. [JACKSON - campaigns.] Jackson noted relying heavily upon black vote. Dukakis shown voting in Brookline, Massachusetts. [DUKAKIS - expresses hopes for """"Super Tuesday""""] Dukakis' money and organization mentioned. Gore and Richard Gephardt noted vying for blue collar vote. [GEPHARDT - campaigns.] Ads. attacking Gephardt's vacillations on various issues discussed. [During debate, GORE and GEPHARDT - argue.] [GORE - says race will now be between Dukakis and himself.] Gore's aides quoted.(Studio: Tom Brokaw; Atlanta, Georgia: Dennis Murphy) Gore's south strategy outlined. Other cands. discussed.",1988,433278,170,884,11070
"(Studio: Tom Brokaw) .(Convention floor: Bob Kur) Michael Dukakis' acceptance speech featured. [DUKAKIS - tests auditorium microphone.] Excerpts from speech quoted on screen. [DUKAKIS -says wife Kitty fell asleep when she read his speech.] [Democrat pollster Harrison HICKMAN - comments on Dukakis.] John F. Kennedy's speech writer Ted Sorensen reported working on Dukakis' speech.(Studio: Tom Brokaw) .(Convention floor: Chris Wallace) Governor Bill Clinton's lengthy speech nominating Dukakis for president featured; scenes shown. [CLINTON - defends speech.] Staffers quoted with regard to speech. [DELEGATES - comment on speech.] [Pol. analyst Bob BECKEL, CLINTON - comment on situation.](Studio: Tom Brokaw) Jesse Jackson reported expected to attend convention to hear Dukakis' acceptance speech.",1988,433436,340,800,11070
"(Studio: Barry Serafin) Reports that defense contractors shredded documents after investigation of Defense Department was revealed discussed. .(DC: John Martin) New evidence on background of former assistant Secretary of Navy Melvyn Paisley, who has been implicated in Defense Department investigation, reported; details given about FBI background check of Paisley that uncovered evidence of corrupt behavior; scenes shown. Sending of FBI report to administration rep. Fred Fielding and subsequent clearing of Paisley under strong pressure from Navy Secretary John Lehman explained. [Senator Carl LEVIN - says Senator Armed Services Committee never received FBI report]",1988,430435,130,669,11070
"(Studio: Dan Rather; Geneva, Switzerland: Tom Fenton) Secretary of State George Shultz's announcement with regard to PLO (Palestine Liberation Organization) and Yasir Arafat examined.(Studio: Dan Rather; Tel Aviv, Israel: Bob Simon) Israeli Prime Min. Yitzhak Shamir's reaction to announcement discussed. Arafat's speech noted defeat for Israel; details given.",1988,407023,220,360,11070
"(Studio: Dan Rather) Drop in stock market following election of George Bush to pres. noted. .(Studio: Ray Brady) Drop of American dollar in fins. mkts. around the world reported; details given. [British financial analyst Mike HUGHES - says there will be no honeymoon for Bush.] Stk. Mkt. Report [On Wall Street, MAN - comments.] Comments by Bush economy advisor Martin Feldstein noted. [On September 5, BUSH - says """"no new taxes.""""] [At stock market, MEN - discuss tax, national debt., stock market] [British economy Anthony THOMAS - says patience with American response to debt is running out.] [Institution for International Econs. Fred BERGSTEN - says dollar may plummet and interest rates rise.] Experts noted saying deficit should be cut.",1988,407471,170,744,11070
"(Studio: Sam Donaldson) Confrontations between Palestinians and Israeli forces on """"Land Day"""" despite restrictions in Israeli-occupied territories reported .(Taiyiba, Israel: Dean Reynolds) Arab citizens reported out in force in Israel in protest of Israeli policies in Gaza Strip and West Bank; scenes shown from Taiyiba. [Arab Knesset member Mohammed DAROUSHE - discusses Israeli actions.] Lid on press coverage in occupied territories reported Death of woman near Ramallah reported Army reported shutting down Palestinian press service; PLO (Palestine Liberation Organization) mentioned. Scenes shown of unrest in Jerusalem.",1988,425307,110,628,11070
"(Studio: Peter Jennings) ABC News delegate estimate for Democrats following Governor Michael Dukakis' victory in Wisconsin primary given. .(NYC: Sam Donaldson) Preparations for Dukakis campaign in New York featured. [DUKAKIS -comments on wins in Colorado and WI.] Voting percentages for Wisconsin primary outlined on screen. [Ex-Democratic national committee chairperson Charles MANATT - discusses significance of win for Dukakis.] [New York City council president Andrew STEIN - mentions the """"inevitability"""" factor.] Senator Albert Gore's challenge to Dukakis in New York reported [New York City Mayor Ed KOCH - comments.] [DUKAKIS - hopes for endorsement from New York Governor Mario Cuomo.] Democratic party establishment's fear of Jesse Jackson's candidacy reiterated.(Studio: Peter Jennings) Impact of Wisconsin results on Jackson campaign reported .(Tucson, Arizona: Brit Hume) Jackson's response to Wisconsin outcome reported [JACKSON - discusses own and Dukakis's Wisconsin campaigns.] Vice President George Bush mentioned. Jackson shown campaign in Tucson, Arizona. [JACKSON - talks about campaign; says Dukakis has started focusing on issues of drugs and jobs, too.] Problems facing Jackson campaign noted.(Studio: Peter Jennings) Raw vote totals from all Democrat primaries outlined on screen. Tomorrow's announcement by Senator Paul Simon that he will suspend his campaign previewed.",1988,436580,280,1397,11070
"(Studio: Susan Spencer) Problems of planet's environmental featured; scenes shown of dying fir trees in Blue Ridge Mtns. [Naturalist Garrett SMATHERS - talks about forests dying due to climatic changes.] """"Greenhouse effect"""" and its role in producing high temps. of 1980s discussed. [Goddard Institution David RIND - says future warming is unprecedented.] [Climatologist Thomas KARL - says climate may warm significantly in next 50 years] Trapping of heat by man-made gases (""""greenhouse effect"""") explained; need for cutting down on carbon dioxide in atmosphere noted. [RIND - discusses need for different energy source.] Impact of higher temps. detailed; scenes shown. [Senator Bennett JOHNSTON - says if we screw up planet, there is no place to go.] .(Long Beach, California: Jerry Bowen) Problem of garbage and ocean pollution featured; scenes shown from waters off California coast. [Sports fisherman John ACKLEY - says these waters have changed.] Proposals by scientists to use canyons of ocean as dumping grounds reported [Scripps Institution Edward GOLDBERG - says oceans can be used as receptacle for wastes.] Historical film of ocean dumping shown. [GOLDBERG, Woods Hole Research Center George WOODWELL - discuss contamination issue.] Skepticism with regard to safety claims noted. [UN environment program spokesperson Noel BROWN - criticizes dumping plan.] [University of Massachusetts John FARRINGTON - defends ocean dumping.] Ocean as option for waste reiterated.(Studio: Susan Spencer) .(NYC: Lynn Brown) Impact of loss of world's tropical rain forests on med. research featured; details given, scenes shown. [New York Botanical Garden Dr. Michael BALICK - says resource of forests is being destroyed faster than they can be studied.] Botanical Garden's collection of specimens from rain forests for medical research explained. [National Cancer Institute spokesperson Dr. Gordon CRAGG - says theseplants are sources for potential leads for cancer treatment.] [New York Botanical Garden Dr. Doug. DALY - discusses use of Madagascar periwinkle to fight leukemia.] [BALICK - says if you destroy wild sources, that plant becomes extinct and a medicine is lost.](Studio: Susan Spencer) Upcoming symposium of deforestation noted.",1988,432035,500,2238,11070
"(Studio: Dan Rather) Admin. official quoted with regard to Secretary of State George Shultz's peace mission to Israel. Shultz noted meeting separately with Prime Min. Yitzhak Shamir and foreign minister Shimon Peres. Peace plan opponents noted demonstrating during Shultz meeting . (Ramallah, Israel: Bob Simon) Shultz quoted with regard to peace plan; details given, scenes shown. Violence noted continuing in Gaza Strip; scenes shown. Both sides noted becoming more intransigent. Israeli right wingers reported erecting paper cutout of Yasir Arafat welcoming Shultz to Jerusalem. [Israeli political analyst Shmuel KATZ - condemns peace plan.] More Israelis and Palestinians noted being killed and injured. Palestinian leaders reported calling for general strike to protest Shultz's mission. [Palestinian attorney Raja SHEHADEH - criticizes Shultz.] Scenes shown of women building barricades in Ramallah while bulldozers pushing them aside. Shultz reported telling Shamir he wants to plan international conference Shultz quoted with regard to seriousness of Mideast situation; Saudi Arabia and Iraq mentioned.",1988,436885,160,1110,11070
"(Studio: Tom Brokaw) North Sea oil rig explosion reported worst in history; dead and injured numbers given, map of area shown. .(Aberdeen, Scotland: Martin Fletcher) Survivor quoted; scenes of fire shown. [Survivor Andy MOCKHAN - says he had to jump or fry.] Experts quoted with regard to coldness of North Sea waters. Aberdeen hospital statement quoted. NATO warships shown sweeping area. [Energy minister Peter MORRISON - defends British government safety standards.] [Reverend Alan SWINTON - comments on tragedy.] Occidental International Oil spokesperson quoted with regard to possible cause of explosion.(Studio: Tom Brokaw) .(Los Angeles, California: Don Oliver) Dangers of offshore oil drilling featured; details given, scenes shown. Rough North Sea waters recalled overturning platform in 1980. Number of explosions and fires on oil rigs in past decade given. [Maritime attorney Danny LIRETTE - says safety standards lowered.] [American Petroleum Institute spokesperson Michael HILDERBRAND - comments on situation.]",1988,436061,270,1023,11070
"(Studio: Peter Jennings) Defection of Ted and Cheryl Branch to USSR reported .(Summit Twp., Pennsylvania: Ned Potter) Unempl. reported to be reason for Branches' defection. [Mother Laverna BRANCH - says son always supported himself.] Washington, DC Soviet embassy's response to Branches' visit noted. [Soviet for. ministry spokesperson Gennady GERASIMOV - (thru translator) says Branches asked for permission to live in USSR as immigrants.] Soviet government's stmts. about Branches reported [Laverna and Clarence BRANCH - talk about son.]",1988,427788,130,539,11070
"(Studio: Connie Chung) Reports introd.(Rock Island, Illinois: Andrea Mitchell) campaign. by Governor Michael Dukakis during last wkend. of campaign featured; scenes shown. [DUKAKIS - campaigns.] [Dukakis campaign spokesperson Kirk O'DONNELL - says polls show race closing.] Dukakis electoral vote strategy outlined on screen; map shown. [DUKAKIS - says """"we'll win.""""](Malvern, Pennsylvania: Dennis Murphy) campaign. by Vice President George Bush in E. featured; scenes shown. [In door-to-door campaign and on phone, BUSH - comments.] [In Malvern, BUSH - campaigns.] Shifting nature of Bush campaign strategy detailed.(Studio: Connie Chung) .(Mesquite, Texas: Jim Miklaszewski) campaign. appearances by President Reagan reported; scenes shown. [REAGAN - campaigns. in several states.] Republican response to apparent Dukakis surge explained.",1988,409652,300,841,11070
"(Studio: Peter Jennings) .(DC: Steve Shepard) Decision by House of Representatives Ethics Committee to investigate Representative James Wright reported; details given, scenes shown. [WRIGHT - says he's violated nothing; calls investigation politically inspired.] Areas of investigation detailed on screen. [Representative Newt GINGRICH - calls inquiry serious.] [Vice President George BUSH - says Governor Michael Dukakis should join him in calling for independent cnsl. to look into matter.] [Jesse JACKSON - says there is no comparison of Wright to Oliver North or Attorney General Edwin Meese.] [DUKAKIS - comments.] Desires of Democrats and Republicans with regard to Wright investigation noted.",1988,435929,180,699,11070
"(Studio: Diane Sawyer) Famine in Ethiopian featured. .(N. Ethiopia: Doug Tunnell) Children shown waiting for food in North Ethiopian field. Relief agency reported not making delivery in mos. Drought noted causing total crop loss in region. [MAN - (thru translator) hopes for food.] '88 drought noted much more severe than '84. [World Food Program spokesperson David MORTON -comments on situation.] Rioting noted occurring at relief ctrs. because people so desperate for food. US, USSR , and Europe noted sending supplies for distribution. War between Ethiopia's army and rebel groups noted preventing food distribution. [Catholic relief services Patrick JOHNS - comments on distribution hazards.] Convoys shown awaiting army approval for food distribution; details given, scenes shown. [MORTON - says when people begin to walk where they think food may be, famine camps form and disease will kill many.] Rebels shown organization camel caravans to prevent famine camps from forming. [US charge d'affaires James CHEEK - says Ethiopian government doesn't care about rural dwellers.] Famine's effects expected to be more serious than '84.",1988,434941,300,1135,11070
"(Studio: Dan Rather) Food shortages reported in Kabul, Afghanistan. USSR 's failed war effort against Afghan rebels discussed; details given, scenes shown of fighting around Kabul. No. of USSR casualties given. Supplies into Kabul noted transported by plane or truck. Life in Kabul featured; details given, scenes shown. [MAN - comments on leaving cntry.] USSR major Vitaly Budakov shown telling his unit that they will leave Afghanistan in January",1988,409718,350,448,11070
(Studio: Peter Jennings) Index of economy indicators figs. for month given. Stk. Mkt. Report,1988,437751,30,92,11070
