broadcast_abstract,year,id,time,length,n
(Studio: Tom Brokaw) .(Chicago: Anne Thompson) Continuing battle against breast cancer reported; awareness and education efforts reported; risk factors given. [Cancer Care Diane BLUM - says just being a woman is a breast cancer risk.] [Ohio State University Dr. Bernadine HEALY - says older women do not get the necessary mammograms.] [Judy PAROTTI - says there is no one cause of breast cancer.](Studio: Tom Brokaw) .(Pittsburgh: Robert Bazell) Breast cancer research of Dr. Bernard Fisher featured. [WOMEN - talks about breast cancer treatments.] [FISHER - says one must believe in what he is doing; defends clinical trials; talks about preventing breast cancer.] [National Breast Cancer Coalition Fran VISCO - says Fisher has saved many women's lives.] [CONGRESSMAN - asks Fisher about false data in trials.],1998,306814,320,811,14143
"(Studio: Bernard Shaw, Judy Woodruff) Vladimir Zhirinovsky shown throwing water on his colleagues during a session of the Russian Parliament.",1998,294691,83200,141,14143
"(Studio: Judy Woodruff, Bernard Shaw) The victory by Jeff King in the Iditarod sled dog race in Alaska shown.",1998,293007,83190,109,14143
"(Studio: Kevin Newman) Congressional committee report that Iraq may have smuggled chemical and biological weaponry into Algeria, Libya and Sudan noted.(Baghdad: Morton Dean) The crisis between Iraq and the United Nations and United States featured; scenes shown of a special United Nations weapons inspections team in Baghdad to map presidential sites. [Hussein adviser General Amer Al-SAADI - comments on seeking a solution.] [On This Week with Sam Donaldson and Cokie Roberts, Secretary of Defense William COHEN - says Congress will support the administration.] Anti-US protests in several countries shown.(Studio: Kevin Newman) .(No location given: Robert Krulwich) Why the game between Iraqi President Saddam Hussein and the United Nations over chemical and biological weapons goes on featured; details given of the cost of Saddam's non-compliance. [""""Petroleum Intelligence Weekly"""" Ed MORSE - cites the billions Iraq lost in oil export earnings.] [Exiled Saddam opponent Ahmad CHALABI, Israeli scholar Ahmed SAIBAROM - comment on Saddam's dreams and how germs can terrorize Saddam's neighbors.] The reasons why Saddam is willing to give up billions in revenue to perhaps make himself an historical legend reviewed.",1998,297306,390,1220,14143
"(Studio: Bernard Shaw) .(Atlanta: Ann Kellan) Astronomical research on planets under construction examined; telescopic images of areas near planets shown. [NASA (National Aeronautics and Space Administration) Ed WEILER, Caltech JPL Michael WERNER - talk about the process.]",1998,292632,120,273,14143
(Studio: Bernard Shaw) .(Jerusalem: Walter Rodgers) The diplomatic thunderclap in the Middle East over Israel settlement expansion featured; scenes shown of the turmoil from near Jerusalem when Israelis protested against visiting British foreign minister Robin Cook. [COOK - says his visit was symbolic and that settlement expansion is undermining the peace process.] [ISRAELI - calls Cook anti- Israeli.] [PALESTINIAN - responds.] The possibility that Israeli Prime Minister Benjamin Netanyahu may well regret flirting with the Europeans while annoyed with the United States noted. The reasons for this British in-your-face approach to the Middle East peace process discussed.,1998,293517,200,677,14143
"(Studio: Bernard Shaw) Death of Alan Shepard, the first American in space, reported.(Kennedy Space Center, Florida: John Zarrella) Shepard's role in the space race reviewed; scenes shown of the May 5, 1961 launch and 15-minute flight and from on the moon's surface in the Apollo 14 mission, including the golf swings. [Mercury launch director Chris KRAFT - credits Shepard's flight.] [SHEPARD - recalls wanting to hit a golf ball on the moon.] Shepard's career after he left the Navy and the space program outlined.(Studio: Bernard Shaw) Senator John Glenn's recollections presented; inset video of Shepard shown. [GLENN - recalls the space days.]",1998,301962,220,647,14143
(Studio: Peter Jennings) The breaking down of the US-brokered Middle East peace talks in London introduced.(Gillian Findlay) The impact of Israel's positions on peace on United States policies for the region featured. [Former Secretary of State James BAKER - says the US should state its view on a reasonable peace.],1998,299275,110,316,14143
"(Studio: Peter Jennings) The future of golf featured; scenes shown of Tiger Woods on the course.(No location given: Jon Frankel) The impact of Woods as a role model, especially for minorities, examined. [Hispanic teen golfer Ernest GONZALEZ, Newark, New Jersey, golf program director Walter FREY - talk about the game of golf.] The history of racist obstacles to club membership and the chance to compete noted. [""""Minority Golf Magazine"""" Hershel CALDWELL - comments.](Studio and the golf course: Peter Jennings) The surge in teen golfers due to """"Tigermania"""" featured; scenes shown from the practice tee. [Five-year- old golfer """"MATTHEW,"""" girls """"TAYLOR,"""" """"SAMANTHA,"""" boy """"DEREK,"""" golf pro David BAKYTA, kid """"RICHARD"""" - talk about the lure of golf and Woods.]",1998,297736,360,771,14143
"(Havana: Tom Brokaw) .(Washington: Pete Williams) How the role of Whitewater special prosecutor Ken Starr evolved from the Whitewater investigation to the recent sex scandal surrounding President Clinton examined; details given of Starr's actions. [Former independent counsel Joseph DiGENOVA - comments.] [February 17, 1997, STARR - says he is resigning to teach.] [Defense lawyer Roy BLACK - says this will get ugly.](Havana: Tom Brokaw) .(Washington: Jim Miklaszewski) The six years of repeated scandal surrounding the President reviewed. [White House Press Secretary Mike McCURRY - comments on the scandals.] [On """"60 Minutes"""" January 1992, CLINTON - talks about the Gennifer Flowers scandal.] [Political analyst Geoffrey GARIN, Independent Women's Forum Whitney ADAMS - comment on Clinton's behavior.]",1998,293509,290,806,14143
(Studio: Peter Jennings) .(Capitol Hill: John Cochran) Decision by Attorney General Janet Reno not to appoint an independent counsel to investigate Vice President Al Gore's fund-raising activities in the '96 election featured; details given of the hard money-soft money issue. [Almanac of American Politics Michael BARONE - says now Gore does not have to go into the 2000 campaign with a cloud over his head.] Reno's statement quoted. [Senator Orrin HATCH - questions the attorney general's decision.],1998,302407,140,501,14143
"(Studio: Bernard Shaw) The latest developments in the shooting at Westside Middle School in Jonesboro, Arkansas, updated; scenes shown from the school.",1998,290973,83200,151,14143
"(Studio: Sara James) .(Washington: Chip Reid) The domino effect of the Russian economic crisis on the world economy examined; details given of the drop in stock market value in Japan, Brazil, Philippines, Australia and on Wall Street. [White House economic advisor Gene SPERLING, Medley Global Advisors Richard MEDLEY - assess the economic situation.]",1998,300863,120,351,14143
"(Studio: Jeanne Meserve) Reports introduced.(White House: John King) The latest moves in the sex scandal involving President Clinton and former White House intern Monica Lewinsky featured; details given of the offer to Lewinsky of complete immunity from prosecution in exchange for her testimony against the President. [Lewinsky lawyer William GINSBURG - says the talks were fruitless; says his client is a target by Whitewater special prosecutor Ken Starr.] White House damage control and strategy described. [Secretary of State Madeleine ALBRIGHT - says she believes the allegations are untrue.](Moscow: Betsy Aaron) Reaction to the Clinton sex scandal in Russia presented. [RUSSIANS, sociologist Vsevolod MARINOV, analyst Sergei MARKOV - (thru translator) react; say it shows Clinton's virility and express appreciation for what they see as Clinton's machismo.]",1998,292809,490,864,14143
(Studio: Len Cannon) The latest balloon flight by Steve Fossett reported; scenes shown.,1998,305380,85760,87,14143
(Studio: Carole Simpson) .(London: Mike Lee) President Clinton's meeting with his national security advisers to decide what to do about Iraq's latest refusal to cooperate with UN weapons inspections reported; details given of discussions about military options following Iraqi President Saddam Hussein's decision to block inspectors. [Iraqi trade minister Mohammed Mehdi SALEH - says Iraq will defend against any military aggression.],1998,305409,90,434,14143
"(Studio: Elizabeth Vargas) Monica Lewinsky's plans to meet with prosecutors about her coming testimony before independent counsel Kenneth Starr's grand jury noted.(Washington: Tim O'Brien) President Clinton and the course of the investigation updated; scenes shown of Clinton on the golf course. [STARR - has no comment.] [Former Watergate prosecutor Richard Ben- VENISTE - says no prosecutor would pursue this kind of sexual allegation.] [George Washington Law School Jonathan TURLEY, Monica Lewinsky's lawyer Jacob STEIN - comment.] Announcement that the president's August 17 testimony will be from the White House via an audio-video hookup with the grand jury noted.",1998,306880,160,670,14143
"(Pascagoula, Mississippi: Dan Rather) .(Gautier, Mississippi: Jim Axelrod) The ripping off of a roof from a Gautier, Mississippi, shelter during Hurricane Georges reported. [PEOPLE - complain about shelter conditions; say they were afraid when roof came off.] [Red Cross volunteer Edwina GRIMSLEY - expresses concern about supplies.] [MOTHER - says her daughter with cystic fibrosis needs treatment.](Pascagoula, Mississippi: Dan Rather) Two storm-related deaths in Louisiana reported.",1998,298127,130,485,14143
(Studio: Bernard Shaw) Announcement that Democratic fund raiser Johnny Chung has reached a plea bargain in the campaign fund-raising reported.,1998,296600,30,142,14143
"(Studio: Bernard Shaw) The threat of rain to the opening of golf's Masters tournament noted.(Augusta, Georgia: Jim Huber) The question of whether Tiger Woods can repeat his astonishing victory at the Masters last year examined; various golfing scenes shown. [WOODS - comments on his game.] [Golfer Ernie ELS - talks about Woods.]",1998,297961,83330,329,14143
Breaking news coverage of the statements to the press from Monica Lewinsky's attorney presented. [William GINSBURG - tells the press to back off; says a proffer has been made to the office of the independent counsel and now Kenneth Starr must decide what to do; affirms that Lewinsky is getting stronger while remaining under wraps and will not talk to the press; says he knows nothing about a witness alleged to have witnessed something improper between President Clinton and his client.](Studio: Bernard Shaw) What Ginsburg said to the press reviewed in detail.,1998,291771,83390,563,14143
"(Studio: Dan Rather) .(Oklahoma City: David Martin) Concern about attacks on critical government computers by hackers featured. [Teenage hackers SNIPER and SOLAR - want to show the government it's not as secure as they think, describe their group, tell what they could do with stolen software.] [Computer Emergency Response team leader Cathy FIFTHEN - describes real examples of hacker break-ins.] [Teen computer user John VERNESSOVICH - says people are looking for serious hackers online, and believes more hackers will soon be accessing classified material.] [Deputy Secretary of Defense John HAMRE - says hackers are getting more malicious.]",1998,290933,250,644,14143
(Studio: Charles Gibson) Meeting of Serbian President Slobodan Milosevic with Russian President Boris Yeltsin to discuss the violence in the Serbian province of Kosovo reported.(Moscow: Tom Foreman) The Russian deal about the Kosovo situation reviewed; details given of the Moscow agreement. [Secretary of State Madeleine ALBRIGHT - comments on Milosevic's promises.],1998,296456,100,367,14143
(Studio: Carole Simpson) The apparent reelection of Brazilian President Fernando Cordoso in a landslide on the eve of an IMF bailout loan reported.,1998,306929,20,147,14143
"(Studio: John Roberts) Weather map of the cold spell shown.(Dallas: Jim Axelrod) The killer cold in Texas featured; many scenes shown of sliding and wrecked cars. [Two MEN, TRAVELLER - comment.](Studio: John Roberts) .(Santa Paula, California: Sandra Hughes) The impact of the sudden cold weather on California's citrus crops featured; scenes shown from the fields. [Citrus grower Mike MOGLEY - shows his lemons.] [California Farm Bureau Federation Bob KRAUTER - cites the bleak predictions for the crops.] The prediction of immediate produce prices noted. [Cucumber farmer Gino BURNETTE - comments on his crop.]",1998,302640,220,612,14143
"(Studio: Bernard Shaw, Judy Woodruff) The reception in Chicago for the Bulls, who won the pro basketball title again, shown.",1998,296171,83190,124,14143
"(Studio: Brian Williams) .(Carlisle: Jim Avila) Exclusive story on a day in the lives of the McCaughey septuplets contined; scenes shown of the volunteers working with the seven babies in the small Carlisle, Iowa, house. [Several VOLUNTEERS, multiple births experts Dr. Gloria Johnson POWELL - comment.](Studio: Brian Williams) .(Nashville: Bob Dotson) The marketing of this baby boom examined; scenes shown from the McCaughey house; details given of an agent's handling of business opportunities and the media. [Nashville Christian speaking bureau director Wes YODER - comments on the McCaughey septuplets and how much is enough publicity.]",1998,300140,280,641,14143
"(Studio: Judy Woodruff) .(Pretoria: Mike Hanna) The publication in South Africa of the Truth and Reconciliation Commission's report on the nation's apartheid past featured; details given of the report's citing of who was specifically to blame for human rights abuses. [Commission panel chairman Archbishop Desmond TUTU, South African President Nelson MANDELA - comment on the report and the future.]",1998,302447,170,399,14143
"(Studio: Bernard Shaw) Severe storms in the Midwest and the East reported; scenes shown of Iowa storm sites, flooding in Ohio and a live traffic accident. [RESIDENT - describe what happened.]",1998,289921,80,191,14143
"(Studio: Peter Jennings) .(Capetown: Sam Donaldson) The trip by President Clinton and South African President Nelson Mandela to Robben Island, the prison where Mandela was held during his 27-year imprisonment, featured; scenes shown of the two men together, including Clinton's stumble on the steps. [MANDELA, CLINTON - comment.]",1998,289032,86000,329,14143
"(Studio: Dan Rather) .(New York: Harry Smith) Death of country singer Tammy Wynette featured; many scenes shown of her singing. [WYNETTE - talks about """"Stand By Your Man.""""] [In 1992, Hillary CLINTON - refuses to be a stand-by-your-man woman.]",1998,298345,130,244,14143
"(Studio: Judy Woodruff) The substance and symbolism on Saint Patrick's Day of the hopes for Northern Ireland peace talks reported; scenes shown from Washington, DC, of the gathering of leaders before next Monday's resumption of talks. [Unionist Party David TRIMBLE, Sinn Fein President Gerry ADAMS - say we are close to an agreement.] [In interview, ADAMS - says the personal involvement of President Clinton has been crucial; hopes for a real dialogue for a real peace settlement; points out that Trimble won't even speak to him despite being a fellow countryman; says """"let's try"""" for peace in this short time frame.]",1998,293477,370,620,14143
"(Studio: Dan Rather) Trial of Pearl, Mississippi, school shooting suspect Luke Woodham in Hattiesburg, Mississippi, reported; earlier trial for killing his mother mentioned; video shown of confession from Woodham. [WOODHAM - admits he killed his mother.]",1998,298195,60,254,14143
(Studio: Judy Woodruff) .(State Department: Andrea Koppel) The threat to the fragile peace in the Yugoslavian province of Kosovo with the resumption of violence by both sides featured. [Kosovo Liberation Army Pleurat SEJDIU - comments on the cease-fire.] [Brookings Institution Ivo DAALDER - says the skirmishes prevent a political solution and lead to retaliation.] The United States role in trying to keep the cease-fire from unraveling noted.,1998,302360,130,445,14143
"(Studio: Tom Brokaw) .(Washington: Bob Faw) The unusual weather across the United States examined; examples given of recent extremes and what the """"Farmer's Almanac"""" predicted due to El Nino reported. [""""Farmer's Almanac"""" John PIERCE, National Weather Service meteorologist Paul KOCIN - talk about weather issues.]",1998,299140,190,316,14143
"(Studio: Dan Rather) .(Chicago, Illinois: Richard Schlesinger) Chicago Congressional candidate Gary Mueller and the oath he took concerning not participating in adultery and other potential scandals featured. [MUELLER - takes oath; talks about affidavit; talks about entering the race.] [Congressman Jerry WELLER - defends not signing a similar affidavit.] [Editorial writer Steve HUNTLEY - says a """"sexual code of conduct"""" was bound to happen.]",1998,306632,160,446,14143
"(Studio: Judy Woodruff) Recovery of a rare book in a Bakersfield, California, Goodwill store reported; authorship by John Steinbeck or work done under him claimed; scenes shown from Bakersfield of the rare book.",1998,298092,83200,211,14143
"(Studio: Bernard Shaw) The confusion over the death of Linda McCartney reviewed. [Santa Barbara County sheriff's sergeant Jim PETERSON - says McCartney's doctor asserted that she did not die in Santa Barbara.](Los Angeles: Anne McDermott) The issue of celebrity privacy examined. [Saint John's Hospital Lindi FUNSTON - describes how the media dresses up as nuns!] [Publicist Dale OLSON, McCartney family spokesman Geoff BAKER - explain why publicists lie.]",1998,291622,200,456,14143
"(Studio: Tom Brokaw) .(White House: David Bloom) The day' s events in the investigation of President Clinton reviewed; scenes shown of Marcia Lewis, the mother of Monica Lewinsky, who does not want to appear before the grand jury and of Jody Torkleson, Monica's boss at the White House. [Lewis's lawyer Billy MARTIN - comments.] Prosecutors said suspecting Clinton has lied about sexual relations with a number of women.",1998,289641,90,420,14143
"(Studio: Tom Brokaw) .(Salt Lake City: George Lewis) The new stand by the Southern Baptists on the family examined; scenes shown from the conference in Salt Lake City, UT; amendment quoted: """"a wife is to submit herself graciously to the servant leadership of her husband."""" [Southern Baptist spokesman Dr. Anthony JORDAN - talks about the word selection.] [Wake Forest University divinity school dean Bill LEONARD, Interfaith Alliance Reverend C. Welton GADDY - question the Baptists' reading of the Bible text.] Other controversial actions taken by the Baptists reviewed. [Convention delegate Elizabeth SCLAFANI - backs the stance.] [White House press secretary Michael McCURRY - offers President Clinton's view.]",1998,298006,190,715,14143
"(Studio: Dan Rather) .(Washington: Wyatt Andrews) Institute for Responsible Fathering, an organization to help men be better fathers to their children, featured. [Volunteer Bruce JENKINS - talks to fathers.] [Father Ted BROWN - admits he needs to do more with his son.] [Founder Charles BALLARD - addresses a group of teenage fathers.] [New York University professor Lawrence MEAD - supports Ballard's project.] [Mother Asha MacCOLLUM and father Tyrone ELLERBEE - want to marry.]",1998,298510,220,479,14143
"(Studio: Laurie Dhue) .(No location given: Paul Caron) Memorial service for Mercury astronaut Alan Shepard featured. [Mercury 7 astronauts John GLENN, Scott CARPENTER, Gordon COOPER, Edgar MITCHELL - talk about Shepard.]",1998,306816,160,220,14143
(Studio: Bernard Shaw) Pope John Paul II's first full day in Cuba introduced.(Havana: Christiane Amanpour) The pope's message about Cuba reviewed; scenes shown of the pope.(Havana: Lucia Newman) The meeting of the pope with Cuban President Fidel Castro featured; live scenes shown of the pope walking slowly while the issues about the Catholic Church in Cuba to be discussed are outlined and of the pope and Castro greeting others.,1998,293176,330,431,14143
"(Studio: Laurie Dhue) .(Washington: Bob Franken) Today's deposing of President Clinton in the Paula Jones sexual harassment lawsuit featured; scenes shown of Jones and of the presidential motorcade leaving the building's basement.(Studio: Laurie Dhue) .(White House: John King) Official White House reaction to today's event presented; more scenes shown of the presidential motorcade. [Retired federal judge H. Lee SAROKIN, Brookings Institution Stephen HESS, AMERICANS, Pew Research Center Andrew KOHUT - talk about the unpleasantness and disgrace the case presents to the nation.](Studio: Laurie Dhue; Washington: Bob Franken; White House: John King) Discuss possible settlement with Paula Jones, and rather President Clinton's deposition in case is completed.(Studio: Gene Randall) Discussion of the upcoming Jones-Clinton trial with legal analyst Greta Van Susteren featured. [SUSTEREN - talks about legal aspects of the case.]",1998,295280,510,931,14143
"(Studio: Tom Brokaw) The problem of """"air rage"""" introduced.(Washington: Robert Hager) Congressional hearings on the problem of rowdy behavior by airplane passengers examined; statistics cited. [Before Congress, flight attendant Carol KNAFFL; attendants Christa TESS, Dawn HODGES, Renee SHEPARD, veteran pilot Steve LUCKY - cite examples of abuse by passengers.] The reasons for this increase in incidents on the planes and the airlines' refusal to go after unruly behavior outlined.(Studio: Tom Brokaw) The view of San Francisco police sergeant Joe Riley of out-of-control passengers presented in his own words. [RILEY - recounts a problem on board with a nervous, drunk, unruly passenger.]",1998,297655,270,691,14143
"(Studio: Peter Jennings) .(Los Angeles: Jane Clayson) The teenage consumer featured; statistics cited to illustrate this shift in buying power and the marketing aimed at this new generation of spenders; scenes shown from the mall. [Three TEEN; Teenage Research unlimited Peter ZOLLO, The Limited Too Diane NYE - talk about teen shopping.](Studio: Peter Jennings) .(Atlanta: Erin Hayes) This year's high-priced sophisticated interactive toys and video games featured; samples shown. [Several SHOPPERS - comment.] [Toy market analyst Jill KRUTICK, to MOTHERS - talk about higher-priced items.] [Toy Manufacturers of America Terri BARTLETT - notes the latest yo-yo craze.]",1998,302120,300,669,14143
"(Studio: Dan Rather) The El Nino weather update featured; details given of the rainstorms hitting the east and west coasts of the US; satellite imaging shown.(Virginia Beach, Virginia: Wyatt Andrews) The rainstorms on the east coast and snowstorm in the Appalachians featured; scenes shown. [MAN, truck DRIVER - comment.](Studio: Dan Rather) Weather forecast for the East and West Coasts given; scenes shown of flooded Sacramento, California.",1998,300341,190,442,14143
"(Studio: Peter Jennings) The declining car inventory for General Motors due to the strike listed.(Chicago: Ron Claiborne) The decline of General Motors Corporation cars available for sale examined; television ad shown; scenes shown from a New Jersey dealership and from a used car auction in Chicago. [GM marketing vice president Ron ZARRELLA - says there is inventory out there.] [Crane Chevrolet Mike DILEO, Wolf Chevrolet Mike WOLF, Orange Coast GMC Gary GRAY - talk cars.]",1998,301584,130,476,14143
"(Studio: Peter Jennings) ABC News projection that Indiana Governor Evan Bayh will win the Senate race reported.(Washington: John Cochran) The Republicans' hopes to gain in the Senate featured; details given of the key races in New York, North Carolina, South Carolina, Wisconsin. The governors races in Alabama and South Carolina, where lottery gambling is the issue, reviewed.(Studio: Peter Jennings) .(Studio: Lynn Sherr) Exit poll findings about what the voters think about the issues discussed; statistics on the issues of Monica Lewinsky, morality and education and on President Clinton's personal and job approval ratings.(Studio: Peter Jennings, Cokie Roberts, Sam Donaldson) The close calls in many elections and the apparent better-than-expected success of the Democrats discussed.",1998,306298,410,790,14143
(Studio: Peter Jennings) The public's investments in the stock market noted. [SEC chairman Arthur LEVITT - says many Americans are on board a financial Titanic.](New York: Betsy Stark) The Securities and Exchange Commission warnings about Wall Street examined; details given of Americans' spending and advice on diversification. [Two mutual fund INVESTORS - cite their expectations.] [Certified financial planner Kim DIGNUM - notes the risks.] [Investor Mike SNIDER - comments.](Studio: Peter Jennings) .(No location given: John Martin) Penny stock fraud examined; details given as to how the SEXI company committed fraud via bribery. [Investors Dina and Eric ESNARD - comment on their losses.] The lack of regulation of penny stocks detailed. [SEC enforcement William McLUCAS - worries.],1998,288789,320,788,14143
"(Studio: Dan Rather) .(New Orleans: Jim Axelrod) Plague of termites in New Orleans, Louisiana, reported; termite explosion and damage to buildings and trees noted; scenes shown in New Orleans of termite damage. [Homeowner Clark HAWLEY - tells what the termites will eat through.] [Louisiana State Museum Jim SEFCIK - says most French quarter buildings have termite damage.] [Chief """"Terminator"""" Dr. Pat JORDAN - says it's war on termites.] [Sister Angela MURPHY - says it's time to pray about the termites.]",1998,298306,150,508,14143
"(Studio: Brian Williams) Series on Washington, DC, introduced.(Washington: Bob Faw) The best of times and the worst of times in the nation's capital of Washington, DC, examined; details given of the problems amidst the city's bloated bureaucracy. [Columnist Christopher HITCHENS, former school board member Julius HOBSON - describe the city.] [Resident Mrs. MOLLOY, former resident Ellen SHERRY, activist Sam SMITH, National Center for Neighborhood Enterprise Robert WOODSON, The Fishing School Thomas LEWIS - give the pros and cons of living in DC.] The images of the shining city on a hill and a national disgrace compared.",1998,298148,190,625,14143
