broadcast_abstract,year,id,time,length,n
"(Studio: Anderson Cooper) The US response to the hunt for answers over the October 2 disappearance of """"Washington Post"""" journalist Jamal Khashoggi, who may have been killed in the Saudi Arabian consulate in Istanbul, Turkey, introduced; scenes shown of Secretary of State Mike Pompeo in Saudi Arabia. [POMPEO&nbsp- says he won't talk about the facts.](Studio: Anderson Cooper; Washington: Alex Marquardt) Reports on Pompeo's meeting with Saudi Crown Prince Mohammad bin Salman {MBS} about the Khashoggi matter with Senator Lindsey Graham calling for the replacement on MBS as successor to the king, what Pompeo said to MBS about """"owning it"""" with the possibility of blocking arms sales discussed.(Studio: Anderson Cooper) Live discussion held with Senator Jeff Merkley about the US-Saudi relations. [From Oregon, MERKLEY&nbsp- offers views on the US """"attitude"""" about the murder of an American columnist/resident: that the murder is unacceptable, how MBS plays a great role in Saudi Arabia, so a rogue element is unlikely, how the Maginitsky Act should be applied, on the US complicity in Yemen.](Studio: Anderson Cooper) The """"Washington Post""""'s publication of Khashoggi's last op-ed about an Iron Curtain in the Arab world quoted. Live interview held with """"Post"""" opinion editor Karen Attiah. [ATTIAH&nbsp- offers views on the decision to publish this last op-ed in order to bring it back to his words about freedom.]",2018,21655,810,1426,6229
"(Studio: John Berman) A Keeping Them Honest look at the various threats from President Trump to get border wall funding as the government shutdown continues introduced; Trump tweet about trade quoted. [Nov. 30, TRUMP&nbsp- lauds the MCA trade agreement that changes the trade landscape.] The question as to whether these threats are real o just venting noted.(Studio: John Berman; White House: Abby Phillip) How Trump has been staying out of sight at the White House before having dinner with acting chief of staff Mick Mukvaney & Jared Kushner discussed. [With umbrella, White House press secretary Sarah Huckabee SANDERS&nbsp- blames Representative Nancy Pelosi for being unwilling to protect our borders.] How Trump is staying in Washington while the rest of the family is in Florida at Mar-A-Lago signaling how long the shutdown will last discussed.(Studio: John Berman) Live discussion held with Representative Rubin Gallego of Arizona. [GALLEGO&nbsp- offers views on the Democratic position on border security funds while Trump is listening to pundits to make decisions & he is holding the economy hostage, what the Republicans said about special counsel former FBI director Robert Mueller's investigation, on the Republican obsession with a Hillary Clinton investigation.](Studio: John Berman) Live discussion held with CNN's Kirsten Powers, former Republican chief of staff Mike Shields & """"New York Times"""" Michael Shear about Trump. [POWERS, SHIELDS, SHEAR&nbsp- offer views on Trump's threat to close the southern border over wall funding with a serious government shutdown, how the president is a negotiator with a shutdown like 1995, on his threat to cut off promised aid to Central America, whether Pelosi has no reason to budge at this time, Trump's inconsistences on where he stands.]",2018,19675,940,1800,6229
(Studio: John Berman; New York: Jason Carroll) Charges that Representative Jim Jordan ignored allegations of sexual abuse while he was a wrestling coach at Ohio State University with Dr. Richard Strauss molesting wrestler Michael DiSabato & other athletes discussed. [Former OSU wrestler DiSABATO&nbsp- says Strauss was a serial groper.] A denial from Jordan's office & the position of OSU on Jordan quoted.,2018,23533,210,407,6229
"(Studio: Anderson Cooper; Washington: Manu Raju) The contentious Congressional hearings where embattled FBI agent Peter Strzok testified about his text messages to FBI attorney Lisa Pageabout President Trump while working on special counsel former FBI director Robert Mueller's group in the Hillary Clinton e-mail & Russia investigations featured; scenes shown from the hearings with questions from Representatives Trey Gowdy, Jerrold Nadler, Bob Goodlatte & Louis Gohmert; Strzok'S text messages quoted. [STRZOK&nbsp- defends the FBI mission; defends his text against Trump attacking an immigrant family of a fallen war hero.] Tomorrow's closed door hearings with the FBI's Lisa Page discussed(Studio: Anderson Cooper) Live discussion held with Democrat David Ciciline about the hearings. [CICILINE&nbsp- says the Republicans did not want answers & he was not affected by the personal texts, that the committee wasted 8.5 hours on this, that the Republicans' aim is to undercut the credibility of the Mueller investigation to protect the president; explains why the closed door transcript from Strzok should be released, how Strzok cannot comment on an ongoing investigation.](Studio: Anderson Cooper) Live discussion held with CNN's Josh Campbell, Carl Bernstein & Gloria Borger about the hearings. [BORGER, CAMPBELL, BERNSTEIN&nbsp- offer views on the nature of the Strzok hearings, how the hearings turned into a sideshow for the House, a breakdown of the Democratic process, what Gohmert said about Strzok's affair, the lack of any Republican taking the middle ground, the posturing on the Democratic side, Republican obstructionism, Strzok's explanations.] Other Material: [GOHMERT&nbsp- questions Strzok about the affair.]",2018,21267,1220,1730,6229
"(Studio: Anderson Cooper) Live discussion held with CNN's Jeffrey Toobin & John Dean about the view that Michael Cohen can be seen in parallel to Dean & Watergate. [DEAN&nbsp- offers views on himself & Cohen: that Cohen has to be prepared to take the heat.] [TOOBIN&nbsp- offers views on Cohen as the second coming of John Dean: not until he says something, on the standstill in the Cohen case as documents are reviewed.]",2018,21684,320,421,6229
"(Studio: Anderson Cooper) What President Trump said after the Oval Office meeting with Democratic leaders about the border wall introduced, [TRUMP&nbsp- says he does not mind owning the shutdown issue, because we need a border wall/security & Senator Chuck Schumer does not want to own it.](Studio: Anderson Cooper) Live discussion held with CNN's Kirsten Powers & former RNC chief of staff Mike Shields about the Oval office meeting. [POWERS&nbsp- offerS views on the """"manufactured crisis"""" about immigration for a border wall we do not need, how there is no one in the Democratic Party pushing for open borders, how Republican facts about the Democrats' talking points is just not true.] [SHIELDS&nbsp- offers views on how we had a """"policy debate"""" in the Oval Office.] between opposing parties, how the people want border security, how the House Democrats will have to move for impeachment because of their angry base.]",2018,22976,470,924,6229
(Studio: John Berman; West Palm Beach: Jeff Zeleny) A report from Trump attorney former New York City Mayor Rudolph Giuliani on the questions answered by President Trump in response to special counsel former FBI director Robert Mueller's investigation with more possible questions to come about the transition period thus indicating it is not over for the president discussed.(Studio: John Berman) Live discussion held with CNN's James Schultz& lawyer Laura Coates about Trump & Mueller. [COATES&nbsp- offers views on the possible arguments against executive privilege about the transition period.] [SCHULTZ&nbsp- offers views on the grounds acting attorney general Matthew Whitaker would have about the issue that will play out in the courts down the line.],2018,21196,560,759,6229
"(Studio: David Muir) .(Plantation, Florida: Steve Osunsami) The FBI arrest of Ceasr Sayoc, the man behind the package, bombs due to fingerprints, featured; photo & the Florida AutoZone store & his white van with political messages on it shown; details given about 14 explosives sent to enemies/critics of President Trump. [WITNESS&nbsp- describeS what happened In the arrest.] [Attorney General Jeff SESSIONS&nbsp- says he has been charged with five crimes.] [OFFICIAL&nbsp- says we are analyzing the devices.] Packages sent to Senators Corey Booker & Kamala Harris,former national intelligence dir. James Clapper noted; scenes shown of people clearing out of the CNN building. [TRUMP&nbsp- calls these terrorizing acts despicable.](Studio: David Muir) .(Washington: Pierre Thomas) How the case was cracked reviewed; scenes shown of the packages & devices; details given about the evidence from Sayoc. [FBI dir. Christopher RAY- talks about the fingerprint & the devices that could be dangerous.] The investigation of the IEDs & where they were made discussed.(Studio: David Muir) .(White House: Cecilia Vega) The response of Trump to the suspect's van featured; Trump tweets critical of CNN & the """"Bomb"""" stuff's impact on politics quoted. [Outside, TRUMP&nbsp- says he did not see the van; adds his rhetoric has been toned down.] Trump's marathon of campaign rallies & his campaigning discussed.",2018,20077,560,1401,6229
"(Studio: Anderson Cooper) The reunion of Alice Johnson with her daughter after 21 years in prison when President Trump commuted her sentence at the request of Kim Kardashian introduced; scenes shown of Alice running out. [By phone, JOHNSON&nbsp- talks about learning she would get out of prison after Kim went to the White House, wanting to work with the justice system; thanks President Trump.] [Daughter Tretesaa JOHNSON&nbsp- reacts; characterizes her mother.](Studio: Anderson Cooper; Washington: Maggie Haberman) The two types of pardons from Trump with the celebrity aspect, political connections as well as those involved in cases by prosecutors Trump wants to get back at discussed.",2018,22450,610,690,6229
"(Studio: David Muir) .(White House: Jonathan Karl) The letter from North Korean leader Kim Jong Un carried to the White House by """"spy master"""" Kim Young Cholthat brought the June 12 summit back on track featured; scenes shown of Kim & President Trump. [TRUMP&nbsp- says we will be in Singapore on June 12; states it was a very interesting letter, but I have not opened it yet, but there could be positive results.] The photo of the letter being handed from Kim to Trump shown.(Studio: David Muir; Washington: Martha Raddatz) The future for this summit even without grand results on nuclear weapons with an emphasis on """"process"""" discussed. [A week ago, TRUMP&nbsp- cancels the summit.]",2018,24081,280,689,6229
"(Studio: Tom Llamas) .(Ponh Pha, Thailand: James Longman) The hampering of the rescue efforts in Thailand to free a youth soccer team after two weeks trapped in a cave by flash flooding due to lowering oxygen levels featured; scenes shown of the rescue workers, the boys in darkness & in photos, a virtual view of the cave complex; details given about the risks of the body diver rescue option & the death of a rescue diver. The changing conditions in the cave discussed.",2018,23014,180,471,6229
"(Studio: John Berman; Washington: Pamela Brown) The legal arguments from attorneys for former national security director Michael Flynn that the FBI made him lie about his Russia meeting with Sergei Kislyak & the sentencing memo from special counsel former FBI director Robert Mueller """"scolding"""" the assertion Flynn was not warned about lying to the FBI discussed.(Studio: John Berman) Live discussion held with CNN's former FBI agents Philip Mudd & Josh Campbell about Flynn & the FBI. [FLYNN&nbsp- offers views on Flynn's multiple lying so he kept lying to the feds, on what Trump attorney former New York City Mayor Rudolph Giuliani said about the """"crimes"""" of President Trump.] [CAMPBELL&nbsp- offers views on the question of why Flynn continued to lie when he knew the FBI had the answers: a pattern of lying.]",2018,22111,470,817,6229
"(Studio: David Muir) The return of the """"Roseanne"""" TV show featured; clips shown. [With Jimmy Kimmel, Roseanne BARR- comments.]",2018,34633,110,129,6229
"(Studio: Anderson Cooper) Breaking news/A Keeping Them Honest look at how the pipe bomb terrorism attack is a test for presidential leadership with President Trump not mentioning the names of former Presidents Clinton & Obama with CNN targeted introduced; Trump tweet blaming the mainstream media quoted. [Nov. 9, 2016, TRUMP&nbsp- says it is time to bind the wounds of division & come together as one united people.] The leadership challenge for this president as compared to that of Abraham Lincoln noted. [Last night, TRUMP&nbsp- says the media has to stop the endless hostility & false attacks.] What retired Gen. Stanley McChrystal said about leadership on CNN quoted.(Studio: Anderson Cooper, Shimon Prokupecz) The FBI investigation in the south Florida area to see if the devices came from there discussed; inset video of the packaging & bomb devices shown.(Studio: Anderson Cooper; Washington: Rene Marsh) How several of the packages were mailed without visible postmarks with several going through the Opa-Locka postal distribution system, how not every package gets a postmark discussed.(Studio: Anderson Cooper) Live discussion held with former NYPD police Michael O'Neil, former CIA official Philip Mudd & former FBI agent Asha Rangappa about the bomb investigation. [MUDD&nbsp- offers views on the clues about the mailing of ten different packages.]",2018,20190,800,1362,6229
"(Studio: Jose Diaz Balart) .(Studio: David Gura) The reaction to the announcement from President Trump of a tariff on steel & aluminum examined; details given about counter tariffs from Europe & the impact on US businesses such as Boeing. [TRUMP&nbsp- announces the tariffs.] [Former US Trade Representative Michael FROMAN- comments on retaliation & Boeing.] [Economic analyst Steve TATTNER- cites the cost to the steel industry.](Studio: Jose Diaz Balart; White House: Jeff Bennett) The politics of the Trump tariff idea & his travels this week with the Gridiron Club dinner tonight discussed; Trump tweet quoted.(Studio: Jose Diaz Balart) The Trump coverage on tomorrow's """"Meet the Press"""" noted.",2018,37163,220,701,6229
(Studio: David Muir) The movement of a migrant caravan from Honduras towards the US-Mexico border shown.(White House: Jonathan Karl) The chaos in Mexico near the Guatemala border featured; scenes shown of Mexican police with the migrants; immigration statistics cited. [President TRUMP&nbsp- says we will use the military to keep them out.] The campaign blitz by Trump for the midterm elections reviewed; photos shown. [TRUMP&nbsp- says you are voting for me in 2018.] The constant presence of Trump on the campaign trail till Nov. 6 discussed.,2018,21259,160,544,6229
"(Studio: David Muir) .(Supreme Court: Terry Moran) The firestorm over the controversial nomination of Brett Kavanaugh to the Supreme Court with his showdown with sexual abuse accuser Christine Blasey Ford as well as second accuser Deborah Ramirez featured. [President TRUMP&nbsp- calls the Democrats con artists; states the second accuser has nothing.] [In Sept. 24 Fox interview, KAVANAUGH&nbsp- outlines his life in high school; states he did not have sexual intercourse in high school.] [Wife Ashley KAVANAUGH&nbsp- defends her husband.] A tweet from classmate Steve Kantrowitz about Kavanaugh's claims at Yale & a statement from Yale roommate James Rocheabout Brett being a drinker quoted. A telephone interview by Senate Judiciary Committee staffers with Kavanaugh about the claims from Ramirez & whether Ramirez will speak on Thursday discussed.(Studio: David Muir) .(Capitol Hill: Mary Bruce) Word that the Republican senators have hired a female lawyer to question Ford reviewed. [Senator Lisa MURKOWSKI&nbsp- says the allegations have to be taken seriously.] [Republican Senator Mitch MCCONNELL&nbsp- says we will win & he will be confirmed.] [Senators John KENNEDY, Kamala HARRIS, Bob CoRKER&nbsp- comment on the outside counsel hire.] How the identity of the female counsel is being protected for security reasons discussed.(Studio: David Muir) Live coverage of the Senate Judiciary Committee hearing noted.",2018,19713,410,1419,6229
"(Studio: Jose Diaz-Balart) .(Berkeley Heights, New Jersey"""" Kelly O'Donnell) The war of words between President Trump & former CIA director John Brennan, whose security clearance was revoked, featured; Trump tweet calling Brennan a hack quoted; details given from the letter from national security officials in protest against Trump. [On MSNBC, BRENNAN&nbsp- raises the conspiracy issue.] [On Friday, TRUMP&nbsp- calls it disgusting.] [May 21, TRUMP&nbsp- praises the CIA.] [NBC News analyst Adm. James STAVRIDIS- explains the reasons they have security clearances.] A report on the multiple meetings of White House counsel Don McGahn with the Russian investigation by special counsel former FBI director Robert Mueller about President Trump noted.(Studio: Jose Diaz-Balart) The guests on tomorrow's """"Meet the Press"""" noted.",2018,20140,190,826,6229
"(Studio: Anderson Cooper) A Keeping Them Honest look at what incoming NRA president Oliver North said/did not say about school shootings. [On Fox, NORTH&nbsp- speaks about the culture of violence that youngsters are steeped in.] The question of why N orth did not mention violent video games introduced; 201 video of North as a paid consultant for video games shown. [Earlier, Senator Bernie SANDERS&nbsp- offers views on violent video games, North's hypocrisy in not citing violence in video games or access to guns, how their is support for gun legislation with specific suggestions outlined, but the NRA is the obstacle, what President Trump said after the Parkland school shooting, the FBI confidential source story: let the Mueller investigation play out.]",2018,19314,540,761,6229
"(Studio: Kristen Welker) .(Zurich, Switzerland: Lucy Kafanov) The gun culture in Switzerland, where there is a high gun ownership but few mass shootings as in the US, examined; scenes shown from a shooting range, army training; details given about the regulations. [Shooting sports center president Roland SPITZBARTH- says we believe in gun ownership & there are regulations.] [Swiss armed forces warrant officer Stefan STUDER- talks about shooting.] [Former American police officer Erin ZIMMERMAN&nbsp- talks about the Swiss & guns: national, not personal, security.] [Swiss WOMAN&nbsp- comments.]",2018,23555,150,600,6229
"(Studio: Anderson Cooper) A """"Washington Post"""" report that Attorney General Jeff Sessions told the White House he would resign if deputy attorney general Rod Rosenstein were fired introduced. Live discussion held with CNN's Gloria Borger, Jeffrey Toobin & former FBI agent Josh Campbell about the Justice Department. [BORGER, TOOBIN, CAMPBELL&nbsp- offer views on how this shows Sessions defending someone who he appointed, how President Trump might react to the threat from Sessions, the message this sends to the DOJ & the FBI, the investigation of the memos from former FBI director James Comey & why he leaked them, how Andrew McCabe is being looked at, too, why Comey was giving his memos to those outside the FBI, the complications about what was classified.];",2018,36582,450,767,6229
"(Studio: Kate Snow) .(Denver: Steve Patterson) The controversy over a Colorado park & wildlife refuge that had been the site of the Rocky Flats nuclear weapons power plant examined; scenes shown from the site that was shut over environmental & safety concerns. [Nearby resident Elizabeth PANZER- worries about contaminants in the soil.] [Colorado dept. of public health & environment Lindsay MASTERS- calls it a low-risk site.] [MAN, county health dir. Mark JOHNSON&nbsp- offer differing opinions on risk.]",2018,24724,140,508,6229
"(Studio: Jose Diaz Balart) .(Moon Township, Pennsylvania: Geoff Bennett) The focus on a House race in Pennsylvania between Democrat Conor Lamb& Representative Rick Sacconefeatured; scenes shown of the two campaigning. [Two VOTERS&nbsp- say the election is about President Trump.] [Former Vice President Joe BIDEN; in January, TRUMP&nbsp- campaign.] Trump's campaign rally tonight noted.",2018,36570,150,388,6229
"(Studio: John Berman) The tale of two Trumps as he tries to deal with the fallout from the school shooting in Parkland, Florida, introduced. [President TRUMP&nbsp- promises taking action, including raising the age of purchase & the NRA will back it.] The NRA statement opposing raising the age noted. [Today at CPAC, TRUMP&nbsp- wants well-trained teachers with guns: concealed carry.] The position on raising the age taken by Senator John Cornyn & Florida Governor Rick Scott noted. [In interview, Representative Brian MAST- offers views on the need for common sense: banning AR-15 rifles, how schools are not safer with access to unfettered access to guns, why he carries a concealed weapon, on the issue of raising the age to 21, school security in general.]",2018,32779,470,762,6229
"(Studio: Anderson Cooper; White House: Jim Acosta) The speculation about the successor the resigning US Ambassador to U.N. Nikki Haley, why she resigned now rather than after the midterm elections, speculation about where she may go next discussed. [In Oval Office, HALEY&nbsp- talks about serving.](Studio: Anderson Cooper, Maggie Haberman) The possible successor to Haley, why she resigned now, how others from the administration of President Trump will soon be leaving, how she has a political future in the party, the joke about Ivanka Trump being the one, former deputy national security adviser Dina Powell as a possibility featured. [HALEY&nbsp- praises Jared Kushner.](Studio: Anderson Cooper; no location given: Christiane Amanpour) How the US has been repositioned on the international stage during Trump's administration with the US not viewed as a global leader anymore, how Trump has set up the US as a """"wounded global giant"""" while it still is the global superpower, what Haley has done discussed.",2018,23260,730,1012,6229
"(Studio: Anderson Cooper) The legal fight against online instructions for 3D-printed plastic guns introduced; President Trump's tweet & NRA statement on these guns quoted. [Voice of deputy press secretary Hogan GIDLEY- says the administration supports the law against plastic guns.](Studio: Anderson Cooper) Live discussion held with Washington state attorney general Bob Ferguson about the order against the online instructions. [FERGUSON&nbsp- offer views on the law against posting this information, his concern about online instructions already on the Internet, so we want to limit the damage.]",2018,18702,290,599,6229
"(Studio: Anderson Cooper) A """"Keeping Them Honest"""" look at President Trump speaking unedited about global matters introduced. [With Baltic leaders, TRUMP&nbsp- says he wants to get out of Syria since we are getting nothing out of the Middle East & we should have kept the oil.] [Special presidential envoy to the Global Coalition to Defeat ISIS Bret McGURK- speaks about the mission in Syria.] [TRUMP&nbsp- says NATO is delinquent in paying.] The NATO guidelines noted. [Several times, TRUMP&nbsp- says nobody has been tougher on Russia.] Trump;s handling of Russia noted; scenes of Presidents John F. Kennedy & Ronald Reagan speaking tough to Russia shown. [TRUMP&nbsp- says President Obama made changes creating no border with Mexico: catch & release.] What catch & release means noted. [TRUMP&nbsp- says the Postal Service is losing billions because it delivers for Amazon below cost.] How the Postal Service receives no tax dollars quoted & how Amazon CEO Jeff Bezos also owns the """"Washington Post"""" noted. [TRUMP&nbsp- says we will guard the border with military.](Studio: Anderson Cooper; White House: Jim Acosta) Today's version of Trump after a weekend in Florida, the possible deployment of National Guard troops to the border, how the guard was used by President Bush in 2006, the reaction to what Trump said about ISIS in Syria in contradiction to his own officials discussed.",2018,37486,660,1390,6229
"(Studio: Anderson Cooper) The second day of the Senate confirmation hearings for Supreme Court nominee Brett Kavanaugh introduced. [In response to question from Senator Richard Blumenthal, KAVANAUGH&nbsp- explains why he cannot make a commitment on how handle specific cases.](Studio: Anderson Cooper) Live discussion continued with CNN's Jeffrey Toobin, Anne Milgram, Judicial Crisis Network counsel Carrie Severino & former Representative Charlie Dent about Kavanaugh. [DENT, TOOBIN, SEVERINO, MILGRAM&nbsp- offer views on whether Kavanaugh should recuse himself in cases about the president, that he is Independent, that nothing is learned from these hearings.]",2018,23168,200,664,6229
(Studio: Tom Llamas) President Trump's continued attacks on Amazon noted.(New York: Rebecca Jarvis) The drop in the stock market with Amazon stock dropping after the Trump twitter attack & fears of a trade war with China after US tariffs featured; a statement from the USPS denying losses. [TRUMP&nbsp- calls trade an assault on our country.] How package delivery is one of the few growing businesses for the Post Office discussed.,2018,37529,140,431,6229
"(Studio: David Muir) .(White House: Cecilia Vega) The questions about what President Trump knew about payments to porn start Stormy Daniels now that Trump lawyer former New York City Mayor Rudolph Giuliani claimed Trump knew about the payments examined. [TRUMP&nbsp- says Rudy will get his facts straight; states it was wrong.] [May 2, on Fox, GIULIANI&nbsp- says it is not campaign money & the president repaid Michael Cohen; links it to the election.] The clarification statements from Giuliani today quoted. [Last month, on plane, TRUMP&nbsp- says """"no"""" to knowing about the payoff.] [With reporters, TRUMP&nbsp- criticizes bringing up withchunts & that crap {Daniels story}.] How Trump did not clarify things today discussed. [TRUMP&nbsp- says he would like to speak to special counsel former FBI director Robert Mueller but it is a """"pure witchhunt.""""]",2018,23029,310,858,6229
"(Studio: Anderson Cooper) What President Trump said about getting tough on gun laws after the Parkland, Florida, school shooting recalled. [Feb. 28, TRUMP&nbsp- jokes about them {Congress} being afraid of the NRA.] [In Dallas, today, TRUMP&nbsp- says Democrats want to disarm citizens: Second Amendment rights are under siege; speaks about""""red flags"""" at Parkland, funding for school safety & mental health.](Studio: Anderson Cooper) Live discussion held with CNN's Parkland students David Hogg & Cameron Kasky about Trump. [From Ft. Lauderdale, KASKY, HOGG&nbsp- offer views on Trump's position, how mental health funding has been cut, how Trump seeks NRA funding, how the NRA does not stand with the kids {on guns}, the goal of getting high schoolers to register to vote & making voting easier]",2018,22807,340,797,6229
